source,brand,model,year,price,city,mileage_km,mileage_missing,body_type,engine_volume_l,fuel_type,transmission,drive_type,steering_wheel,color,condition,car_age,is_new
cars_ml,Mercedes-Benz,E 320,1998,2300000,Алматы,300000,0,sedan,3.2,petrol,automatic,rwd,left,синий металлик,used,28,0
cars_ml,Chevrolet,Cobalt,2022,4700000,Уральск,114000,0,sedan,1.5,petrol,automatic,fwd,left,белый,used,4,0
cars_ml,Kia,Seltos,2022,9800000,Алматы,73200,0,crossover,2.0,petrol,variator,fwd,left,белый,used,4,0
cars_ml,Opel,Astra,2010,2900000,Алматы,274000,0,hatchback,1.6,petrol,automatic,fwd,left,серый металлик,used,16,0
cars_ml,ГАЗ,ГАЗель,2014,6000000,Алматы,15000,0,van,2.9,petrol,manual,awd,left,белый,used,12,0
cars_ml,Volkswagen,Golf,1998,3300000,Актау,280000,0,hatchback,1.6,petrol,automatic,fwd,left,синий,used,28,0
cars_ml,Toyota,Camry Luxe,2023,16500000,Астана,104880,0,sedan,2.5,petrol,automatic,fwd,left,черный металлик,used,3,0
cars_ml,Kia,Sorento,2024,22900000,Алматы,28000,0,crossover,2.5,petrol,robot,fwd,left,белый металлик,used,2,0
cars_ml,Porsche,Cayenne,2005,5000000,Актау,118500,0,crossover,4.5,petrol,automatic,awd,left,серый,used,21,0
cars_ml,BMW,730,1995,1400000,Кызылорда,219999,0,sedan,3.0,petrol,automatic,rwd,left,синий металлик,used,31,0
cars_ml,Toyota,Spacio,1997,2700000,Алматы,-1,1,minivan,1.6,petrol,automatic,fwd,right,unknown,unknown,29,0
cars_ml,Kia,Bongo,2019,8000000,Астана,170000,0,pickup,2.5,diesel,manual,rwd,left,синий металлик,used,7,0
cars_ml,ВАЗ,(Lada) 2115,2003,650000,Талдыкорган,500000,0,sedan,1.5,petrol,manual,fwd,left,unknown,used,23,0
cars_ml,ГАЗ,ГАЗель,2010,8000000,Астана,200000,0,van,4.0,petrol-gas,automatic,rwd,left,белый,used,16,0
cars_ml,Renault,Duster,2021,7000000,Алматы,52000,0,crossover,1.3,petrol,variator,awd,left,unknown,used,5,0
cars_ml,Toyota,Land Cruiser Prado,1998,10500000,Астана,177000,0,suv,3.0,diesel,automatic,awd,right,unknown,used,28,0
cars_ml,Subaru,Impreza,2016,7900000,Алматы,-1,1,hatchback,2.0,petrol,variator,awd,left,unknown,unknown,10,0
cars_ml,Mercedes-Benz,CLS 500,2005,8000000,Алматы,-1,1,sedan,5.0,petrol,automatic,rwd,left,черный металлик,unknown,21,0
cars_ml,Hyundai,Elantra,2021,8900000,Алматы,-1,1,sedan,1.6,petrol,automatic,fwd,left,unknown,unknown,5,0
cars_ml,Mercedes-Benz,S 320,2000,1200000,Караганда,-1,1,sedan,3.2,petrol,automatic,rwd,left,белый,unknown,26,0
cars_ml,Hyundai,Grandeur,2016,8600000,Алматы,215000,0,sedan,3.0,petrol,automatic,fwd,left,черный металлик,used,10,0
cars_ml,Chevrolet,Monza,2023,6200000,Алматы,94000,0,sedan,1.5,petrol,robot,fwd,left,серый,used,3,0
cars_ml,ВАЗ,(Lada) Priora 2170,2017,2999999,Алматы,270000,0,sedan,1.6,petrol,manual,fwd,left,серебристый металлик,used,9,0
cars_ml,Mercedes-Benz,E 450,2023,39000000,Алматы,29000,0,sedan,3.0,petrol,automatic,awd,left,белый,used,3,0
cars_ml,Mercedes-Benz,E 350,2007,5500000,Шымкент,-1,1,sedan,3.5,petrol,automatic,rwd,left,белый,unknown,19,0
cars_ml,Mitsubishi,Outlander,2007,5500000,Алматы,-1,1,crossover,0.3,petrol,variator,fwd,left,красный,unknown,19,0
cars_ml,Toyota,Highlander,2014,17300000,Алматы,145000,0,crossover,3.5,petrol,automatic,awd,left,серый металлик,used,12,0
cars_ml,Cadillac,Escalade,2016,22500000,Астана,214000,0,suv,6.2,petrol,automatic,awd,left,unknown,used,10,0
cars_ml,BMW,X5 XDrive 40i,2025,72411921,Алматы,7,0,crossover,3.0,petrol,automatic,awd,left,серый металлик,used,1,0
cars_ml,Toyota,Camry,1997,3300000,Алматы,-1,1,sedan,2.2,petrol,automatic,fwd,left,зеленый металлик,unknown,29,0
cars_ml,ВАЗ,(Lada) Granta 2190,2012,1450000,Актау,-1,1,sedan,1.6,petrol,manual,fwd,left,серебристый металлик,unknown,14,0
cars_ml,BMW,525,2005,5800000,Алматы,230000,0,sedan,2.5,petrol,automatic,rwd,left,серебристый металлик,used,21,0
cars_ml,Subaru,Outback,2013,4500000,Актобе,200000,0,wagon,3.6,petrol,automatic,awd,left,unknown,used,13,0
cars_ml,Subaru,Legacy,1999,3200000,Алматы,500000,0,sedan,2.5,petrol,automatic,awd,left,зеленый металлик,used,27,0
cars_ml,Hyundai,Elantra,2025,8670000,Караганда,42063,0,sedan,1.5,petrol,variator,fwd,left,unknown,used,1,0
cars_ml,Kia,Rio,2014,4500000,Астана,195000,0,sedan,1.6,petrol,automatic,fwd,left,unknown,used,12,0
cars_ml,Changan,UNI-K,2023,11700000,Астана,-1,1,crossover,2.0,petrol,automatic,awd,left,unknown,unknown,3,0
cars_ml,ГАЗ,69,1971,600000,Шаульдер,-1,1,suv,2.1,petrol,manual,awd,left,unknown,unknown,55,0
cars_ml,Kia,K5,2013,8200000,Алматы,156000,0,sedan,2.0,petrol,automatic,fwd,left,белый металлик,used,13,0
cars_ml,Toyota,Land Cruiser Prado,2010,15000000,Шымкент,-1,1,suv,2.7,petrol,automatic,awd,left,unknown,unknown,16,0
cars_ml,Volkswagen,Golf,1993,1950000,Тараз,245237,0,hatchback,1.8,petrol,automatic,fwd,left,серый металлик,used,33,0
cars_ml,Kia,Ray,2021,5950000,Шымкент,55000,0,minivan,1.0,petrol,automatic,fwd,left,серый металлик,used,5,0
cars_ml,Haval,H6,2023,9300000,Алматы,73000,0,crossover,2.0,petrol,robot,fwd,left,черный металлик,used,3,0
cars_ml,Toyota,Alphard,2006,9000000,Петропавловск,777777,0,minivan,2.4,petrol,automatic,awd,left,unknown,used,20,0
cars_ml,ВАЗ,(Lada) Granta 2190,2013,2000000,Павлодар,-1,1,sedan,1.6,petrol,manual,fwd,left,unknown,unknown,13,0
cars_ml,Toyota,Camry,2002,4400000,Алматы,234000,0,sedan,2.4,petrol,automatic,fwd,left,серебристый металлик,used,24,0
cars_ml,Zeekr,001,2023,15500000,Шымкент,42365,0,liftback,-1,электрический,automatic,awd,left,unknown,used,3,0
cars_ml,Toyota,Camry,2012,7500000,Алматы,-1,1,sedan,2.5,petrol,automatic,fwd,left,черный,unknown,14,0
cars_ml,Toyota,Sienna,2015,15550000,Тараз,200000,0,minivan,3.5,petrol,automatic,fwd,left,unknown,used,11,0
cars_ml,Toyota,Ipsum,1998,2900000,Усть-Каменогорск,500000,0,minivan,2.0,petrol,automatic,fwd,right,unknown,used,28,0
cars_ml,Mitsubishi,Space Runner,1992,1000000,Астана,400000,0,minivan,1.8,petrol,manual,fwd,left,черный,used,34,0
cars_ml,Hyundai,Tucson,2018,9150000,Караганда,158000,0,crossover,2.0,petrol,automatic,awd,left,серебристый металлик,used,8,0
cars_ml,BMW,X6,2013,13000000,Астана,268000,0,crossover,3.0,petrol,automatic,awd,left,черный,used,13,0
cars_ml,ВАЗ,(Lada) 2115,2009,1150000,Алматы,400000,0,sedan,1.6,petrol,manual,fwd,left,черный металлик,used,17,0
cars_ml,BMW,X5,2019,29000000,Астана,107000,0,crossover,3.0,petrol,automatic,awd,left,белый,used,7,0
cars_ml,Toyota,Camry,2019,14200000,Астана,100000,0,sedan,3.5,petrol,automatic,fwd,left,unknown,used,7,0
cars_ml,Hyundai,Sonata,2013,4300000,Астана,280000,0,sedan,2.0,gas,automatic,fwd,left,белый,used,13,0
cars_ml,Toyota,Camry Prestige,2019,13800000,Астана,67696,0,sedan,2.5,petrol,automatic,fwd,left,черный металлик,used,7,0
cars_ml,BMW,330,2001,3200000,Алматы,-1,1,sedan,3.0,petrol,manual,awd,left,серый металлик,unknown,25,0
cars_ml,Toyota,Land Cruiser Prado,2004,10000000,Жезказган,350000,0,suv,2.7,petrol,automatic,awd,left,unknown,used,22,0
cars_ml,Mercedes-Benz,ML 350,2006,5300000,Конаев (Капшагай),328000,0,suv,3.5,petrol,automatic,awd,left,unknown,used,20,0
cars_ml,Toyota,Prius,2012,6000000,Алматы,-1,1,hatchback,1.8,hybrid,variator,fwd,left,серый металлик,unknown,14,0
cars_ml,Hyundai,Elantra,2024,9900000,Актау,50000,0,sedan,2.0,petrol,variator,fwd,left,черный металлик,used,2,0
cars_ml,Hyundai,Grandeur,2013,9300000,Шымкент,165000,0,sedan,3.0,petrol,automatic,fwd,left,черный,used,13,0
cars_ml,ВАЗ,(Lada) Largus,2018,5500000,Сарыагаш,205000,0,wagon,1.6,petrol,manual,fwd,left,белый,used,8,0
cars_ml,Changan,UNI-K,2024,10500000,Астана,60000,0,crossover,2.0,petrol,automatic,awd,left,черный,used,2,0
cars_ml,Toyota,Camry,2018,10500000,Астана,152000,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,8,0
cars_ml,Toyota,Land Cruiser,2023,56000000,Алматы,68000,0,suv,3.5,petrol,automatic,awd,left,белый металлик,used,3,0
cars_ml,Toyota,Camry,2015,11600000,Астана,225000,0,sedan,2.5,petrol,automatic,fwd,left,белый металлик,used,11,0
cars_ml,Dodge,RAM,2022,37000000,Астана,7000,0,pickup,5.7,petrol,automatic,awd,left,unknown,used,4,0
cars_ml,Subaru,Outback,2007,6500000,Алматы,302000,0,wagon,3.0,petrol,automatic,awd,left,черный металлик,used,19,0
cars_ml,Nissan,Terrano,1996,2700000,Каргалы,99999,0,suv,2.4,petrol,manual,awd,left,зеленый металлик,used,30,0
cars_ml,JAC,S3,2021,4500000,Талдыкорган,74000,0,crossover,1.6,petrol,variator,fwd,left,белый,used,5,0
cars_ml,ВАЗ,(Lada) 2114,2013,1100000,Костанай,135000,0,hatchback,1.6,petrol,manual,fwd,left,черный металлик,used,13,0
cars_ml,Chevrolet,Nexia,2021,3200000,Алматы,330000,0,sedan,1.5,petrol,manual,fwd,left,unknown,used,5,0
cars_ml,Nissan,Teana,2010,4750000,Астана,309000,0,sedan,2.5,petrol,variator,awd,left,серебристый металлик,used,16,0
cars_ml,Hyundai,Grandeur,2013,9300000,Алматы,55000,0,sedan,3.0,petrol,automatic,fwd,left,серебристый металлик,used,13,0
cars_ml,Kia,Cerato,2012,4500000,Астана,260000,0,sedan,1.6,petrol,automatic,fwd,left,черный,used,14,0
cars_ml,Toyota,Corolla,2006,1750000,Астана,200000,0,sedan,1.8,petrol,manual,fwd,left,unknown,used,20,0
cars_ml,Toyota,Camry,2018,10500000,Астана,97300,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,8,0
cars_ml,Volkswagen,Passat CC,2013,5500000,Алматы,150000,0,sedan,1.8,petrol,robot,fwd,left,unknown,used,13,0
cars_ml,Subaru,Outback,2004,5500000,Алматы,297480,0,wagon,2.5,petrol,automatic,awd,left,бежевый металлик,used,22,0
cars_ml,Volkswagen,Passat,1993,1300000,Астана,-1,1,sedan,1.8,petrol,manual,fwd,left,бордовый,unknown,33,0
cars_ml,Peugeot,206,2007,2100000,Семей,236000,0,hatchback,1.6,petrol,manual,fwd,left,серебристый,used,19,0
cars_ml,Dodge,Challenger,2022,18000000,Астана,2000,0,coupe,5.7,petrol,automatic,rwd,left,unknown,used,4,0
cars_ml,Dodge,Charger,2022,18000000,Астана,13000,0,sedan,3.6,petrol,automatic,rwd,left,unknown,used,4,0
cars_ml,Genesis,G70,2022,18000000,Астана,12000,0,sedan,3.3,petrol,automatic,awd,left,unknown,used,4,0
cars_ml,Kia,Seltos,2020,9500000,Алматы,104000,0,crossover,1.6,petrol,automatic,awd,left,белый,used,6,0
cars_ml,Ford,F-Series,2022,23000000,Астана,5000,0,pickup,5.0,petrol,automatic,awd,left,unknown,used,4,0
cars_ml,Dodge,RAM,2023,29000000,Астана,8000,0,pickup,5.7,petrol,automatic,awd,left,белый металлик,used,3,0
cars_ml,Toyota,Camry,2020,17000000,Шымкент,13000,0,sedan,2.5,petrol,automatic,fwd,left,белый,used,6,0
cars_ml,Geely,Coolray Standart,2025,9290000,Астана,-1,1,crossover,1.5,petrol,robot,fwd,left,unknown,unknown,1,0
cars_ml,Hyundai,Mufasa,2024,11190000,Актобе,25000,0,crossover,2.0,petrol,automatic,fwd,left,черный металлик,used,2,0
cars_ml,Kia,Optima,2013,3500000,Петропавловск,209040,0,sedan,2.0,petrol,automatic,fwd,left,белый металлик,used,13,0
cars_ml,Mercedes-Benz,S 63 AMG,2017,48000000,Алматы,60000,0,sedan,4.0,petrol,automatic,awd,left,белый металлик,used,9,0
cars_ml,Toyota,Corolla,2006,3600000,Караганда,306595,0,hatchback,1.6,petrol,automatic,fwd,left,серебристый,used,20,0
cars_ml,Hyundai,Tucson,2024,13900000,Алматы,38000,0,crossover,2.5,petrol,automatic,awd,left,черный металлик,used,2,0
cars_ml,Porsche,Taycan,2020,41900000,Алматы,59000,0,sedan,-1,электрический,automatic,awd,left,белый,used,6,0
cars_ml,Daewoo,Gentra,2012,3500000,Актау,237000,0,sedan,1.5,petrol,automatic,fwd,right,красный металлик,used,14,0
cars_ml,Kia,K7,2013,8300000,Алматы,222846,0,sedan,2.4,petrol,automatic,fwd,left,серый металлик,used,13,0
cars_ml,Kia,Cerato,2018,7200000,Алматы,133000,0,sedan,1.6,petrol,automatic,fwd,left,unknown,used,8,0
cars_ml,Toyota,Camry,2023,15500000,Астана,65913,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,3,0
cars_ml,Hyundai,Elantra,2010,3450000,Семей,240000,0,sedan,1.6,petrol,manual,fwd,left,синий,used,16,0
cars_ml,Hyundai,Sonata,2021,11300000,Астана,60000,0,sedan,2.5,petrol,automatic,fwd,left,белый металлик,used,5,0
cars_ml,Skoda,Rapid,2013,2400000,Алматы,156000,0,liftback,1.2,petrol,manual,fwd,left,unknown,used,13,0
cars_ml,Nissan,Micra,1993,500000,Талгар,222222,0,hatchback,1.0,petrol,variator,fwd,left,серебристый,used,33,0
cars_ml,Hyundai,Sonata,2021,11000000,Алматы,57000,0,sedan,1.6,petrol,automatic,fwd,left,белый,used,5,0
cars_ml,Volkswagen,Golf,2000,2500000,Алматы,256000,0,hatchback,2.0,petrol,automatic,fwd,left,черный,used,26,0
cars_ml,Toyota,Hilux,2019,17700000,Уральск,171000,0,pickup,2.8,diesel,automatic,awd,left,белый,used,7,0
cars_ml,Toyota,Alphard,2005,5800000,Шымкент,168000,0,minivan,3.0,petrol,automatic,fwd,right,unknown,used,21,0
cars_ml,Toyota,Camry,2014,11000000,Шымкент,160000,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,12,0
cars_ml,Daewoo,Nexia,2014,1700000,Шымкент,-1,1,sedan,1.5,petrol,manual,fwd,left,белый,unknown,12,0
cars_ml,Hyundai,Sonata,2018,7200000,Алматы,131942,0,sedan,2.4,petrol,automatic,fwd,left,синий металлик,used,8,0
cars_ml,BMW,316,1988,1400000,Астана,-1,1,sedan,1.6,petrol,manual,rwd,left,черный металлик,unknown,38,0
cars_ml,Lexus,LS 460,2012,13000000,Атырау,133300,0,sedan,4.6,petrol,automatic,awd,left,серый,used,14,0
cars_ml,Volkswagen,Passat,1991,1500000,Актау,400000,0,wagon,2.0,petrol,manual,fwd,left,unknown,used,35,0
cars_ml,Chevrolet,Nexia,2020,4200000,Алматы,79000,0,sedan,1.5,petrol,automatic,fwd,left,белый металлик,used,6,0
cars_ml,Toyota,Land Cruiser,2020,39000000,Алматы,140000,0,suv,4.6,petrol,automatic,awd,left,unknown,used,6,0
cars_ml,Hyundai,Santa Fe,2021,14700000,Алматы,82400,0,crossover,2.5,petrol,automatic,awd,left,серый металлик,used,5,0
cars_ml,Nissan,Murano,2006,3100000,Алматы,350000,0,crossover,3.5,petrol-gas,automatic,awd,left,синий,used,20,0
cars_ml,Mitsubishi,ASX,2026,13200000,Актау,20,0,crossover,2.0,petrol,variator,awd,left,серый,used,0,0
cars_ml,ВАЗ,(Lada) Granta 2190,2020,3100000,Павлодар,80000,0,sedan,1.6,petrol,manual,fwd,left,unknown,used,6,0
cars_ml,Kia,K7,2013,8500000,Шымкент,195000,0,sedan,2.4,petrol,automatic,fwd,left,unknown,used,13,0
cars_ml,Hyundai,Grandeur,2016,9800000,Шымкент,43500,0,sedan,2.4,hybrid,automatic,fwd,left,белый металлик,used,10,0
cars_ml,Toyota,Land Cruiser Prado,2018,21500000,Алматы,283000,0,suv,2.7,petrol,automatic,awd,left,черный металлик,used,8,0
cars_ml,ГАЗ,ГАЗель,2003,4000000,Караганда,-1,1,pickup,2.7,petrol,manual,rwd,left,unknown,unknown,23,0
cars_ml,УАЗ,Фермер,2007,1100000,Атырау,200000,0,pickup,2.7,petrol,manual,awd,left,unknown,used,19,0
cars_ml,Nissan,Almera Tino,2001,1000000,Кокшетау,-1,1,minivan,2.2,diesel,manual,fwd,left,серебристый металлик,unknown,25,0
cars_ml,Lexus,GX 460,2023,40000000,Алматы,44000,0,suv,4.6,petrol,automatic,awd,left,черный,used,3,0
cars_ml,Toyota,Camry,2014,9700000,Шымкент,86000,0,sedan,2.5,hybrid,automatic,fwd,left,серебристый металлик,used,12,0
cars_ml,Toyota,Alphard,2008,3500000,Атырау,-1,1,minivan,2.4,hybrid,automatic,awd,right,unknown,unknown,18,0
cars_ml,Deepal,S09,2025,22000000,Алматы,16,0,crossover,1.5,hybrid,automatic,awd,left,unknown,used,1,0
cars_ml,Lexus,LX 570,2019,57000000,Алматы,80000,0,suv,5.7,petrol,automatic,awd,left,черный металлик,used,7,0
cars_ml,Mitsubishi,Outlander Sport,2011,4400000,Алматы,209170,0,crossover,2.0,petrol,variator,awd,left,серебристый металлик,used,15,0
cars_ml,BMW,318,1992,1500000,Алматы,452000,0,sedan,1.8,petrol,manual,rwd,left,красный металлик,used,34,0
cars_ml,Lexus,ES 300,2003,4500000,Алматы,-1,1,sedan,3.0,petrol,automatic,fwd,left,черный,unknown,23,0
cars_ml,Nissan,Altima,2020,6900000,Алматы,69000,0,sedan,2.5,petrol,variator,fwd,left,серый металлик,used,6,0
cars_ml,BMW,530,1993,2500000,Алматы,234848,0,sedan,3.0,petrol,manual,rwd,left,белый металлик,used,33,0
cars_ml,Nissan,Patrol,2000,6300000,Кордай,-1,1,suv,4.5,petrol,manual,awd,left,unknown,unknown,26,0
cars_ml,Subaru,Forester,1999,2450000,Алматы,260000,0,crossover,2.0,petrol,manual,awd,left,серебристый металлик,used,27,0
cars_ml,Hyundai,Tucson,2020,11150000,Астана,47000,0,crossover,2.0,petrol,automatic,awd,left,unknown,used,6,0
cars_ml,Mercedes-Benz,E 63 AMG,2018,36500000,Алматы,80750,0,sedan,4.0,petrol,automatic,awd,left,unknown,used,8,0
cars_ml,Toyota,Avensis,2004,4700000,Щучинск,1111,0,liftback,1.8,petrol,automatic,awd,left,серебристый,used,22,0
cars_ml,Renault,Sandero,2012,2400000,Астана,228000,0,hatchback,1.6,petrol,manual,fwd,left,голубой,used,14,0
cars_ml,Toyota,Land Cruiser Prado,2014,17000000,Актау,235000,0,suv,2.7,petrol,automatic,awd,left,черный металлик,used,12,0
cars_ml,Hyundai,Accent,2013,4500000,Актобе,135000,0,sedan,1.6,petrol,automatic,fwd,left,фиолетовый,used,13,0
cars_ml,Deepal,S09,2025,28000000,Алматы,50,0,crossover,1.5,hybrid,automatic,awd,left,синий металлик,used,1,0
cars_ml,JAC,HFC 1027 PickUp,2007,2200000,Алматы,230000,0,pickup,2.4,petrol,manual,awd,left,unknown,used,19,0
cars_ml,BYD,FangChengBao Titanium 3,2025,13200000,Алматы,5,0,suv,-1,электрический,automatic,awd,left,бирюзовый металлик,used,1,0
cars_ml,Audi,100,1992,1400000,Кызылорда,350000,0,sedan,2.6,petrol,manual,fwd,left,белый металлик,used,34,0
cars_ml,Toyota,RAV4,2021,17000000,Атырау,15000,0,crossover,1.9,petrol,automatic,fwd,left,белый,used,5,0
cars_ml,Bentley,Continental Flying Spur,2007,6000000,Алматы,80000,0,sedan,6.0,petrol,automatic,awd,left,черный,used,19,0
cars_ml,Subaru,Forester,2016,4700000,Актау,233160,0,crossover,2.5,petrol,variator,awd,left,синий металлик,used,10,0
cars_ml,Volkswagen,Polo,2019,7070707,Караганда,69000,0,sedan,1.6,petrol,automatic,fwd,left,белый металлик,used,7,0
cars_ml,Lynk,& Co 900,2026,31999999,Алматы,16,0,crossover,2.0,hybrid,automatic,awd,left,unknown,used,0,0
cars_ml,ВАЗ,(Lada) 2103,1975,1800000,Алматы,-1,1,sedan,1.5,petrol,manual,rwd,left,unknown,unknown,51,0
cars_ml,Mitsubishi,ASX,2011,4400000,Алматы,212388,0,crossover,2.0,petrol,variator,awd,left,серый металлик,used,15,0
cars_ml,Mitsubishi,Outlander,2007,5400000,Караганда,-1,1,crossover,3.0,petrol,automatic,fwd,left,черный,unknown,19,0
cars_ml,Toyota,Camry,2006,5900000,Астана,200000,0,sedan,2.4,petrol,automatic,fwd,left,серый металлик,used,20,0
cars_ml,Zeekr,001,2023,17700000,Алматы,36000,0,liftback,-1,электрический,automatic,awd,left,unknown,used,3,0
cars_ml,Hyundai,Sonata,2007,3000000,Астана,111111,0,sedan,2.0,gas,automatic,fwd,left,серебристый,used,19,0
cars_ml,Kia,Cerato,2007,2500000,Атырау,232000,0,sedan,1.6,petrol,automatic,fwd,left,unknown,used,19,0
cars_ml,ВАЗ,(Lada) Granta 2190,2014,2800000,Атырау,140000,0,sedan,1.6,petrol,manual,fwd,left,unknown,used,12,0
cars_ml,Kia,Sportage,2021,10270000,Караганда,131662,0,crossover,2.4,petrol,automatic,awd,left,белый,used,5,0
cars_ml,Mitsubishi,Montero Sport,1998,4200000,Есик,123122,0,suv,3.0,petrol,automatic,awd,left,черный,used,28,0
cars_ml,Toyota,Estima,2007,4500000,Астана,-1,1,minivan,2.4,petrol,variator,fwd,right,unknown,unknown,19,0
cars_ml,Toyota,RAV4,1996,3555555,Алматы,199555,0,crossover,2.0,petrol,automatic,awd,right,unknown,used,30,0
cars_ml,Hyundai,Accent,2014,4700000,Алматы,280000,0,sedan,1.6,petrol,automatic,fwd,left,черный,used,12,0
cars_ml,ВАЗ,(Lada) Vesta,2021,3800000,Астана,160000,0,sedan,1.8,petrol,manual,fwd,left,белый металлик,used,5,0
cars_ml,Nissan,Almera,2018,4900000,Алматы,57000,0,sedan,1.6,petrol,automatic,fwd,left,синий,used,8,0
cars_ml,BMW,523,2011,7700000,Астана,-1,1,sedan,2.5,petrol,automatic,rwd,left,черный металлик,unknown,15,0
cars_ml,Lexus,ES 300h,2013,7600000,Актау,341108,0,sedan,2.5,hybrid,variator,fwd,left,серый металлик,used,13,0
cars_ml,Toyota,Camry,2021,14300000,Шымкент,131000,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,5,0
cars_ml,Hyundai,Elantra,2021,10500000,Алматы,68000,0,sedan,2.0,petrol,automatic,fwd,left,черный металлик,used,5,0
cars_ml,Mercedes-Benz,G 320,1998,15000000,Шымкент,-1,1,suv,3.2,petrol,automatic,awd,left,черный,unknown,28,0
cars_ml,Hyundai,Creta,2020,7990000,Алматы,115799,0,crossover,1.6,petrol,automatic,awd,left,серый,used,6,0
cars_ml,Toyota,Windom,2000,3900000,Талдыкорган,327000,0,sedan,2.5,petrol,automatic,fwd,right,unknown,used,26,0
cars_ml,Changan,Alsvin,2024,5100000,Астана,18000,0,sedan,1.5,petrol,robot,fwd,left,серый,used,2,0
cars_ml,Toyota,Hilux Surf,1995,2800000,Алматы,355555,0,suv,3.0,petrol,automatic,awd,right,красный,used,31,0
cars_ml,Hyundai,Porter,2010,9200000,Алматы,340000,0,pickup,2.5,gas,manual,rwd,left,синий,used,16,0
cars_ml,Toyota,Land Cruiser,2007,26000000,Алматы,-1,1,suv,4.0,petrol,manual,awd,left,unknown,unknown,19,0
cars_ml,Volkswagen,Transporter,2007,8500000,Караганда,218826,0,minivan,1.9,diesel,manual,fwd,left,белый,used,19,0
cars_ml,ВАЗ,(Lada) 2110,2006,1250000,Шымкент,-1,1,sedan,1.5,petrol,manual,fwd,left,черный,unknown,20,0
cars_ml,Toyota,Avensis,2006,4500000,Усть-Каменогорск,777,0,sedan,1.8,petrol,automatic,fwd,left,зеленый,used,20,0
cars_ml,BMW,435,2015,16000000,Астана,-1,1,liftback,3.0,petrol,automatic,rwd,left,unknown,unknown,11,0
cars_ml,Kia,K5,2022,11000000,Алматы,65000,0,sedan,2.0,petrol,automatic,fwd,left,серый металлик,used,4,0
cars_ml,Toyota,Caldina,2003,4700000,Степногорск,-1,1,wagon,2.0,petrol,automatic,fwd,right,оранжевый металлик,unknown,23,0
cars_ml,Hyundai,Santa Fe,2003,3800000,Караганда,292000,0,crossover,2.4,petrol,manual,fwd,left,серебристый металлик,used,23,0
cars_ml,Mercedes-Benz,E 55 AMG,2002,6700000,Алматы,-1,1,sedan,5.5,petrol,automatic,rwd,left,черный металлик,unknown,24,0
cars_ml,Land,Rover Range Rover,2017,32000000,Алматы,130000,0,suv,5.0,petrol,automatic,awd,left,unknown,used,9,0
cars_ml,Hyundai,Bayon,2024,7000000,Аркалык,100000,0,crossover,1.4,petrol,automatic,fwd,left,unknown,used,2,0
cars_ml,Hyundai,Elantra,2021,6700000,Атырау,125000,0,sedan,2.0,petrol,automatic,fwd,left,синий металлик,used,5,0
cars_ml,Honda,Elysion,2006,5500000,Алматы,-1,1,minivan,3.0,petrol,automatic,fwd,left,unknown,unknown,20,0
cars_ml,Chevrolet,Traverse,2021,17000000,Астана,97000,0,crossover,3.6,petrol,automatic,awd,left,черный металлик,used,5,0
cars_ml,BAW,M7,2023,11111111,Алматы,23467,0,minivan,2.0,petrol,automatic,rwd,left,белый металлик,used,3,0
cars_ml,Toyota,Land Cruiser Prado,1997,7000000,Алматы,236400,0,suv,3.0,diesel,automatic,awd,left,зеленый металлик,used,29,0
cars_ml,Kia,Sorento,2021,23000000,Астана,20000,0,crossover,3.5,petrol,automatic,awd,left,черный металлик,used,5,0
cars_ml,Opel,Omega,1997,2200000,Алматы,320000,0,wagon,2.5,petrol,automatic,rwd,left,зеленый металлик,used,29,0
cars_ml,Hyundai,Tucson,2023,12400000,Астана,58000,0,crossover,2.0,petrol,automatic,awd,left,unknown,used,3,0
cars_ml,Mercedes-Benz,E 280,1992,1700000,Талдыкорган,500000,0,sedan,2.8,petrol,manual,rwd,left,черный металлик,used,34,0
cars_ml,Mercedes-Benz,E 230,1992,1700000,Караганда,450000,0,sedan,2.3,petrol,manual,rwd,left,unknown,used,34,0
cars_ml,Jeep,Grand Cherokee,2022,26000000,Астана,18000,0,suv,3.6,petrol,automatic,awd,left,серый металлик,used,4,0
cars_ml,Dodge,Challenger,2022,17000000,Астана,8000,0,coupe,3.6,petrol,automatic,rwd,left,unknown,used,4,0
cars_ml,Dodge,RAM,2023,28000000,Астана,9000,0,pickup,5.7,petrol,automatic,awd,left,unknown,used,3,0
cars_ml,Dodge,Charger,2022,17000000,Астана,8000,0,sedan,5.7,petrol,automatic,rwd,left,unknown,used,4,0
cars_ml,Mercedes-Benz,ML 63 AMG,2013,26000000,Алматы,-1,1,suv,5.5,petrol,automatic,awd,left,unknown,unknown,13,0
cars_ml,BMW,530,2011,13000000,Алматы,-1,1,sedan,3.0,petrol,automatic,rwd,left,unknown,unknown,15,0
cars_ml,Mercedes-Benz,E 240,1998,3000000,Алматы,-1,1,sedan,2.8,petrol,manual,rwd,left,unknown,unknown,28,0
cars_ml,Land,Rover Discovery,2008,8000000,Алматы,-1,1,suv,2.7,diesel,automatic,awd,left,unknown,unknown,18,0
