source,brand,model,year,price,city,mileage_km,mileage_missing,body_type,engine_volume_l,fuel_type,transmission,drive_type,steering_wheel,color,condition,car_age,is_new
cars_ml,SsangYong,Rexton,2020,12000000,Тараз,75000,0,pickup,2.2,diesel,automatic,awd,left,черный металлик,used,6,0
cars_ml,Mitsubishi,Lancer,2009,11300000,Алматы,39600,0,hatchback,2.0,petrol,robot,awd,left,unknown,used,17,0
cars_ml,Mazda,323,1992,350000,Алматы,-1,1,hatchback,1.6,petrol,manual,fwd,left,серый,unknown,34,0
cars_ml,Chery,Tiggo 8 Pro,2022,9000000,Астана,40000,0,crossover,1.6,petrol,robot,fwd,left,белый металлик,used,4,0
cars_ml,Deepal,S07,2025,12000000,Алматы,53,0,crossover,1.5,hybrid,automatic,rwd,left,unknown,used,1,0
cars_ml,Subaru,Forester,2017,5000000,Астана,144720,0,crossover,2.5,petrol,variator,awd,left,серый металлик,used,9,0
cars_ml,ВАЗ,(Lada) 2110,2004,400000,Семей,-1,1,sedan,1.5,petrol,manual,fwd,left,unknown,unknown,22,0
cars_ml,Volkswagen,Tiguan,2022,14200000,Астана,1500,0,crossover,2.0,petrol,robot,fwd,left,белый металлик,used,4,0
cars_ml,ВАЗ,(Lada) Lada 2121 Luxe,2025,7190000,Актау,-1,1,suv,1.7,petrol,manual,awd,left,unknown,unknown,1,0
cars_ml,Hyundai,Accent,2008,3200000,Караганда,144000,0,sedan,1.5,petrol,manual,fwd,left,синий металлик,used,18,0
cars_ml,Chevrolet,Cobalt,2024,5500000,Кызылорда,-1,1,sedan,1.5,petrol,automatic,fwd,left,серебристый металлик,unknown,2,0
cars_ml,ВАЗ,(Lada) Granta 2190,2012,2300000,Караганда,140000,0,sedan,1.6,petrol,manual,fwd,left,unknown,used,14,0
cars_ml,Chevrolet,Nexia,2020,4600000,Усть-Каменогорск,48000,0,sedan,1.5,petrol,manual,fwd,left,белый металлик,used,6,0
cars_ml,Changan,CS55 Plus Tech,2025,9700000,Астана,10,0,crossover,1.5,petrol,robot,fwd,left,белый металлик,used,1,0
cars_ml,Hyundai,Tucson Travel 2.5 AT 4WD,2024,13990000,Алматы,50598,0,crossover,2.5,petrol,automatic,awd,left,серебристый,used,2,0
cars_ml,ВАЗ,(Lada) Vesta SW Enjoy,2025,10540000,Семей,-1,1,wagon,1.8,petrol,automatic,fwd,left,unknown,unknown,1,0
cars_ml,Hyundai,Tucson,2025,14500000,Астана,12600,0,crossover,2.0,petrol,automatic,awd,left,синий металлик,used,1,0
cars_ml,Hyundai,Solaris,2015,5900000,Алматы,131000,0,sedan,1.6,petrol,automatic,fwd,left,синий металлик,used,11,0
cars_ml,Mercedes-Benz,C 180,1994,1600000,Алматы,555555,0,sedan,1.8,petrol,automatic,rwd,left,черный,used,32,0
cars_ml,ВАЗ,(Lada) Vesta SW,2020,5390000,Актау,46618,0,wagon,1.6,petrol,variator,fwd,left,unknown,used,6,0
cars_ml,ГАЗ,ГАЗель,2007,6500000,Алматы,-1,1,van,3.4,petrol,automatic,rwd,left,белый металлик,unknown,19,0
cars_ml,Nissan,Teana,2008,4919999,Алматы,270000,0,sedan,2.5,petrol,variator,fwd,left,unknown,used,18,0
cars_ml,Hyundai,Grandeur,2019,11400000,Алматы,99000,0,sedan,3.0,petrol,automatic,fwd,left,серый,used,7,0
cars_ml,OMODA,S5 Life,2025,7490000,Кокшетау,-1,1,sedan,1.5,petrol,variator,fwd,left,черный металлик,unknown,1,0
cars_ml,Toyota,Sienna,2015,13700000,Алматы,193075,0,minivan,3.5,petrol,automatic,awd,left,черный металлик,used,11,0
cars_ml,Volkswagen,Golf,1994,1000000,Кокшетау,200000,0,hatchback,1.8,petrol,manual,fwd,left,синий,used,32,0
cars_ml,Audi,100,1993,1900000,Астана,-1,1,sedan,2.6,petrol,manual,fwd,left,черный металлик,unknown,33,0
cars_ml,Geely,Galaxy Preface GL,2026,9590000,Алматы,-1,1,sedan,2.0,petrol,robot,fwd,left,unknown,unknown,0,0
cars_ml,Mitsubishi,Montero Sport,2001,4000000,Астана,450615,0,suv,3.0,petrol,automatic,awd,left,белый металлик,used,25,0
cars_ml,Hyundai,Elantra,2023,8700000,Алматы,43000,0,sedan,1.5,petrol,variator,fwd,right,белый металлик,used,3,0
cars_ml,Mercedes-Benz,E 320,1993,6000000,Алматы,-1,1,sedan,3.2,petrol,automatic,rwd,left,серебристый металлик,unknown,33,0
cars_ml,Hyundai,Elantra,2020,7400000,Актобе,121000,0,sedan,1.6,petrol,automatic,fwd,left,unknown,used,6,0
cars_ml,Nissan,Qashqai,2019,8500000,Алматы,98000,0,crossover,2.0,petrol,variator,awd,left,красный металлик,used,7,0
cars_ml,Hyundai,Tucson,2023,13500000,Астана,48000,0,crossover,2.5,petrol,automatic,fwd,left,unknown,used,3,0
cars_ml,ВАЗ,(Lada) Granta 2190,2019,3400000,Актобе,134000,0,sedan,1.6,petrol,manual,fwd,left,unknown,used,7,0
cars_ml,Toyota,Camry Luxe,2023,17990000,Шымкент,41031,0,sedan,2.5,petrol,automatic,fwd,left,белый металлик,used,3,0
cars_ml,Citroen,Xsara Picasso,2001,1350000,Усть-Каменогорск,277000,0,minivan,1.6,petrol,manual,fwd,left,серебристый металлик,used,25,0
cars_ml,Deepal,G318,2024,14750000,Алматы,26,0,suv,1.5,hybrid,automatic,awd,left,unknown,used,2,0
cars_ml,Zeekr,001,2023,16700000,Тараз,42000,0,liftback,-1,электрический,automatic,awd,left,черный,used,3,0
cars_ml,Porsche,Cayenne,2021,44000000,Алматы,8165,0,crossover,3.0,petrol,automatic,awd,left,бордовый металлик,used,5,0
cars_ml,Porsche,Macan GTS,2025,82606860,Астана,20,0,crossover,2.9,petrol,robot,awd,left,черный,used,1,0
cars_ml,Ford,Mustang,2025,18459000,Алматы,33796,0,coupe,2.3,petrol,automatic,rwd,left,черный,used,1,0
cars_ml,Lexus,GX 550 Overtrail,2025,66190000,Кокшетау,-1,1,suv,3.5,petrol,automatic,awd,left,черный металлик,unknown,1,0
cars_ml,Haval,Shenshou,2023,9800000,Алматы,100,0,crossover,1.5,petrol,robot,fwd,left,серый,used,3,0
cars_ml,MG,5 Comfort,2026,6990000,Алматы,-1,1,sedan,1.5,petrol,variator,fwd,left,unknown,unknown,0,0
cars_ml,Audi,Q7 55 TFSI,2024,61450000,Алматы,-1,1,crossover,3.0,petrol,automatic,awd,left,серый,unknown,2,0
cars_ml,Lexus,GX 550 Luxury,2025,68590000,Шымкент,-1,1,suv,3.5,petrol,automatic,awd,left,серый металлик,unknown,1,0
cars_ml,Hyundai,Accent,2019,6200000,Алматы,96680,0,sedan,1.6,petrol,automatic,fwd,left,белый,used,7,0
cars_ml,Lexus,ES 250,2014,10500000,Алматы,172239,0,sedan,2.5,petrol,automatic,fwd,left,белый,used,12,0
cars_ml,Hyundai,Tucson Travel 2.5 AT 4WD,2024,13500000,Алматы,55493,0,crossover,2.5,petrol,automatic,awd,left,серый,used,2,0
cars_ml,BMW,X5,2013,11800000,Астана,260000,0,crossover,3.0,petrol,automatic,awd,left,черный,used,13,0
cars_ml,Nissan,Cefiro,1999,900000,Рудный,450000,0,sedan,2.0,petrol,automatic,fwd,right,unknown,used,27,0
cars_ml,Toyota,RAV4 Luxe,2024,18600000,Астана,20907,0,crossover,2.0,petrol,variator,awd,left,белый металлик,used,2,0
cars_ml,Subaru,Legacy,1995,800000,Алматы,222222,0,wagon,2.0,petrol,manual,awd,left,зеленый металлик,used,31,0
cars_ml,Changan,Alsvin,2024,5450000,Атырау,25000,0,sedan,1.5,petrol,robot,fwd,left,unknown,used,2,0
cars_ml,Toyota,Mark II,1997,2600000,Петропавловск,374000,0,sedan,3.0,petrol,automatic,rwd,right,белый металлик,used,29,0
cars_ml,Kia,Rio,2022,7550000,Астана,66507,0,sedan,1.6,petrol,automatic,fwd,left,unknown,used,4,0
cars_ml,ГАЗ,ГАЗель NEXT,2013,9700000,Алматы,50000,0,van,2.8,diesel,manual,rwd,left,серый металлик,used,13,0
cars_ml,BMW,X3 XDrive 20i,2025,46000000,Павлодар,-1,1,crossover,2.0,hybrid,automatic,awd,left,unknown,unknown,1,0
cars_ml,BMW,X7 XDrive 40i,2025,90138000,Экибастуз,-1,1,crossover,3.0,petrol,automatic,awd,left,unknown,unknown,1,0
cars_ml,BMW,X2 XDrive 20i,2025,37611000,Семей,-1,1,crossover,2.0,petrol,automatic,awd,left,unknown,unknown,1,0
cars_ml,Kia,Soul Luxe 1.6,2026,11690000,Актобе,-1,1,hatchback,1.6,petrol,automatic,fwd,left,unknown,unknown,0,0
cars_ml,Daewoo,Nexia,2011,1800000,Алматы,180000,0,sedan,1.5,petrol,manual,fwd,left,золотистый металлик,used,15,0
cars_ml,BYD,Yuan Up Flagship,2026,9990000,Алматы,-1,1,crossover,-1,электрический,automatic,fwd,left,черный металлик,unknown,0,0
cars_ml,Nissan,Juke,2012,5200000,Астана,-1,1,crossover,1.6,petrol,variator,awd,left,unknown,unknown,14,0
cars_ml,BYD,Destroyer 05 Flagship,2025,8200000,Алматы,-1,1,sedan,1.5,hybrid,automatic,fwd,left,unknown,unknown,1,0
cars_ml,ВАЗ,(Lada) 2107,2007,450000,Семей,111111,0,sedan,1.7,petrol,manual,rwd,left,unknown,used,19,0
cars_ml,ВАЗ,(Lada) 2110,2005,700000,Рудный,666666,0,sedan,1.5,petrol,manual,fwd,left,unknown,used,21,0
cars_ml,Geely,Emgrand Flagship,2025,8690000,Павлодар,-1,1,sedan,1.5,petrol,automatic,fwd,left,белый,unknown,1,0
cars_ml,Geely,Atlas Premium 2.0T,2025,12690000,Павлодар,-1,1,suv,2.0,petrol,automatic,awd,left,белый,unknown,1,0
cars_ml,Land,Rover Range Rover HSE,2025,120423000,Павлодар,1,0,suv,3.0,petrol,automatic,awd,left,черный металлик,used,1,0
cars_ml,Zeekr,9X,2026,48000000,Алматы,-1,1,crossover,2.0,petrol,automatic,awd,left,unknown,unknown,0,0
cars_ml,Rox,Adamas,2026,36100000,Алматы,-1,1,crossover,1.5,hybrid,automatic,awd,left,черный металлик,unknown,0,0
cars_ml,Mercedes-Maybach,S 580 4MATIC,2025,155000000,Астана,-1,1,sedan,4.0,petrol,automatic,awd,left,черный металлик,unknown,1,0
cars_ml,BYD,Song Plus Flagship 602 EV,2025,12550000,Алматы,-1,1,crossover,-1,электрический,automatic,fwd,left,unknown,unknown,1,0
cars_ml,Li,L7,2024,25000000,Астана,39500,0,crossover,1.5,hybrid,automatic,awd,left,unknown,used,2,0
cars_ml,Changan,CS55 Plus Tech,2026,9700000,Кокшетау,9,0,crossover,1.5,petrol,robot,fwd,left,unknown,used,0,0
cars_ml,BMW,750,2012,12000000,Астана,201000,0,sedan,4.4,petrol,automatic,awd,left,черный,used,14,0
cars_ml,Toyota,Rush,2022,9500000,Павлодар,59500,0,crossover,1.5,petrol,automatic,rwd,left,белый,used,4,0
cars_ml,Mercedes-Benz,C 280,1995,2800000,Алматы,300000,0,sedan,2.8,petrol,automatic,rwd,left,красный,used,31,0
cars_ml,Hyundai,Santa Fe,2014,8850000,Актау,151152,0,crossover,2.4,petrol,automatic,fwd,left,unknown,used,12,0
cars_ml,Toyota,Camry,2020,12200000,Атырау,105374,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,6,0
cars_ml,Toyota,Land Cruiser Prado,2015,25000000,Астана,178000,0,suv,4.0,petrol,automatic,awd,left,unknown,used,11,0
cars_ml,Kia,Rio,2014,5550000,Атырау,219000,0,hatchback,1.6,petrol,automatic,fwd,left,unknown,used,12,0
cars_ml,Lexus,RX 330,2004,6750000,Усть-Каменогорск,-1,1,crossover,3.3,petrol,automatic,awd,left,синий металлик,unknown,22,0
cars_ml,Hyundai,Grandeur,2017,10500000,Алматы,208000,0,sedan,3.0,gas,automatic,fwd,left,черный металлик,used,9,0
cars_ml,Toyota,Avensis,1999,2200000,Шымкент,333000,0,hatchback,2.0,petrol,manual,fwd,left,зеленый металлик,used,27,0
cars_ml,Kia,K5,2018,5800000,Астана,163100,0,sedan,2.0,gas,automatic,fwd,left,серебристый,used,8,0
cars_ml,ВАЗ,(Lada) Granta 2191 Classic'24,2025,5890000,Караганда,-1,1,liftback,1.6,petrol,manual,fwd,left,unknown,unknown,1,0
cars_ml,Hyundai,Accent,2021,5900000,Усть-Каменогорск,108000,0,sedan,1.6,petrol,automatic,fwd,left,белый,used,5,0
cars_ml,ВАЗ,(Lada) Lada 2121 Classic,2025,6890000,Костанай,-1,1,suv,1.7,petrol,manual,awd,left,unknown,unknown,1,0
cars_ml,Hyundai,Santa Fe,2023,22000000,Астана,41000,0,crossover,2.5,petrol,robot,fwd,left,unknown,used,3,0
cars_ml,Kia,Stinger,2018,16000000,Алматы,-1,1,liftback,3.3,petrol,automatic,awd,left,unknown,unknown,8,0
cars_ml,Toyota,Camry,2013,8900000,Алматы,171000,0,sedan,2.5,petrol,automatic,fwd,left,белый металлик,used,13,0
cars_ml,ВАЗ,(Lada) Vesta Comfort CVT,2025,7990000,Талдыкорган,-1,1,sedan,1.6,petrol,automatic,fwd,left,unknown,unknown,1,0
cars_ml,Hyundai,Accent,2013,3700000,Усть-Каменогорск,235401,0,hatchback,1.6,petrol,automatic,fwd,left,unknown,used,13,0
cars_ml,Toyota,Camry,2000,3600000,Алматы,334320,0,sedan,2.2,petrol,automatic,fwd,left,серый металлик,used,26,0
cars_ml,BAIC,X55,2024,6990000,Алматы,-1,1,crossover,1.5,petrol,robot,fwd,left,unknown,unknown,2,0
cars_ml,Audi,RS 6 TFSI Quattro,2025,66000000,Алматы,-1,1,wagon,4.0,petrol,automatic,awd,left,серый,unknown,1,0
cars_ml,ВАЗ,(Lada) Vesta Cross,2020,5600000,Караганда,79794,0,wagon,1.6,petrol,automatic,fwd,left,черный,used,6,0
cars_ml,Kia,Sorento,2019,10500000,Атырау,188753,0,crossover,2.4,petrol,automatic,awd,left,unknown,used,7,0
cars_ml,Hyundai,Santa Fe,2021,14850000,Атырау,62809,0,crossover,2.5,petrol,automatic,awd,left,unknown,used,5,0
cars_ml,Mitsubishi,Montero Sport,2003,4650000,Костанай,-1,1,suv,3.0,petrol,automatic,awd,left,серебристый металлик,unknown,23,0
cars_ml,Toyota,Camry,2018,9500000,Атырау,150000,0,sedan,2.5,petrol,automatic,fwd,left,серебристый металлик,used,8,0
cars_ml,Mercedes-Benz,E 320,2001,8000000,Шымкент,185000,0,sedan,3.2,petrol,automatic,rwd,left,unknown,used,25,0
cars_ml,Deepal,S07 Max AD Pro 215,2025,12000000,Алматы,-1,1,crossover,1.5,hybrid,automatic,rwd,left,черный,unknown,1,0
cars_ml,Toyota,Land Cruiser Prado,2010,13600000,Алматы,367000,0,suv,2.7,petrol,automatic,awd,left,unknown,used,16,0
cars_ml,ВАЗ,(Lada) Vesta Cross,2020,5790000,Астана,85298,0,wagon,1.6,petrol,manual,fwd,left,серебристый,used,6,0
cars_ml,Chevrolet,Monza,2024,6650000,Тараз,30000,0,sedan,1.5,petrol,robot,fwd,left,unknown,used,2,0
cars_ml,Kia,K5,2021,11300000,Астана,106000,0,sedan,2.5,petrol,automatic,fwd,left,черный,used,5,0
cars_ml,Skoda,Octavia Sportline,2025,14990000,Караганда,-1,1,liftback,1.4,petrol,manual,fwd,left,белый металлик,unknown,1,0
cars_ml,Kia,K7,2014,7800000,Алматы,256000,0,sedan,2.4,petrol,automatic,fwd,left,черный,used,12,0
cars_ml,Nissan,Patrol,1998,9200000,Талдыкорган,136000,0,suv,4.0,petrol,automatic,awd,left,зеленый металлик,used,28,0
cars_ml,Dodge,Caliber,2007,3700000,Костанай,266928,0,hatchback,2.4,petrol,variator,fwd,left,красный металлик,used,19,0
cars_ml,MG,HS,2026,9990000,Караганда,-1,1,crossover,1.5,petrol,robot,fwd,left,красный,unknown,0,0
cars_ml,Toyota,Camry,2006,5100000,Алматы,-1,1,sedan,2.4,petrol,automatic,fwd,left,серебристый,unknown,20,0
cars_ml,Jetour,X70 Prestige,2026,7990000,Караганда,-1,1,crossover,1.5,petrol,robot,fwd,left,серый,unknown,0,0
cars_ml,Kia,Soluto,2026,6990000,Караганда,-1,1,sedan,1.4,petrol,automatic,fwd,left,белый,unknown,0,0
cars_ml,Geely,Galaxy Cityray,2025,8290000,Караганда,-1,1,crossover,1.5,petrol,robot,fwd,left,голубой металлик,unknown,1,0
cars_ml,BMW,X5,2018,27500000,Алматы,95000,0,crossover,4.4,petrol,automatic,awd,left,белый,used,8,0
cars_ml,Toyota,Crown,1993,1700000,Степногорск,-1,1,sedan,2.5,petrol,automatic,rwd,right,unknown,unknown,33,0
cars_ml,Toyota,Land Cruiser Prado,2024,30500000,Тараз,16258,0,suv,2.7,petrol,automatic,awd,left,белый металлик,used,2,0
cars_ml,Deepal,G318,2024,15290000,Астана,501,0,suv,1.5,hybrid,automatic,awd,left,unknown,used,2,0
cars_ml,Deepal,S09 Ultra+,2025,23500000,Алматы,112,0,crossover,1.5,hybrid,automatic,awd,left,unknown,used,1,0
cars_ml,Hyundai,Creta,2021,9200000,Алматы,-1,1,crossover,2.0,petrol,automatic,awd,left,белый металлик,unknown,5,0
cars_ml,Chevrolet,Tracker,2024,8800000,Атырау,44000,0,crossover,1.2,petrol,automatic,fwd,left,unknown,used,2,0
cars_ml,Toyota,Land Cruiser Prado,2013,14800000,Актау,218000,0,suv,2.7,petrol,automatic,awd,left,белый,used,13,0
cars_ml,Xiaomi,SU7 Ultra,2025,27790000,Алматы,100,0,sedan,-1,электрический,automatic,awd,left,unknown,used,1,0
cars_ml,Chery,Tiggo 7 Pro,2023,7600000,Павлодар,60000,0,crossover,1.5,petrol,variator,fwd,left,unknown,used,3,0
cars_ml,Nissan,Patrol,2026,38950000,Семей,-1,1,suv,3.8,petrol,automatic,awd,left,черный металлик,unknown,0,0
cars_ml,Mercedes-Benz,E 300,2018,18000000,Алматы,120000,0,sedan,2.0,petrol,automatic,rwd,left,белый,used,8,0
cars_ml,Lexus,GS 300,2006,6200000,Астана,-1,1,sedan,3.0,petrol,automatic,rwd,left,черный,unknown,20,0
cars_ml,Toyota,Camry,2018,11200000,Алматы,105000,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,8,0
cars_ml,Toyota,Camry,2020,13000000,Шымкент,134712,0,sedan,2.5,petrol,automatic,fwd,left,белый металлик,used,6,0
cars_ml,Kia,Cerato,2023,9200000,Алматы,77000,0,sedan,2.0,petrol,automatic,fwd,left,белый металлик,used,3,0
cars_ml,ВАЗ,(Lada) Niva Travel Comfort,2025,8390000,Караганда,-1,1,suv,1.7,petrol,manual,awd,left,unknown,unknown,1,0
cars_ml,Audi,A6,2000,3350000,Петропавловск,-1,1,wagon,2.8,petrol,automatic,fwd,left,зеленый металлик,unknown,26,0
cars_ml,Mercedes-Benz,C 280,1994,2300000,Алматы,523000,0,sedan,2.8,petrol,automatic,rwd,left,фиолетовый,used,32,0
cars_ml,Mitsubishi,Lancer,2006,1850000,Алматы,220000,0,sedan,1.5,petrol,manual,fwd,left,бирюзовый,used,20,0
cars_ml,Volkswagen,Jetta,2017,6000000,Камысты,53000,0,sedan,1.6,petrol,manual,fwd,left,белый,used,9,0
cars_ml,Toyota,Camry,2015,9200000,Актау,279250,0,sedan,2.5,petrol,automatic,fwd,left,черный,used,11,0
cars_ml,Hyundai,Tucson,2023,12500000,Актобе,30000,0,crossover,2.5,petrol,automatic,fwd,left,серый металлик,used,3,0
cars_ml,Toyota,Mark II,1995,2600000,Астана,212400,0,sedan,2.5,petrol,automatic,rwd,right,серебристый металлик,used,31,0
cars_ml,Changan,CS55 Plus,2023,7800000,Астана,55000,0,crossover,1.5,petrol,robot,fwd,left,синий,used,3,0
cars_ml,Subaru,Outback,2007,5000000,Актобе,308000,0,wagon,2.5,petrol,automatic,awd,left,серебристый металлик,used,19,0
cars_ml,Kia,Rio,2022,7990000,Астана,38393,0,sedan,1.6,petrol,automatic,fwd,left,unknown,used,4,0
cars_ml,Toyota,Camry,2024,16500000,Атырау,30000,0,sedan,2.0,petrol,variator,fwd,left,белый металлик,used,2,0
cars_ml,Mitsubishi,Pajero,2002,5300000,Алматы,-1,1,suv,3.5,petrol,automatic,awd,left,синий,unknown,24,0
cars_ml,Chevrolet,Nexia,2022,4950000,Кокшетау,65000,0,sedan,1.5,petrol,automatic,fwd,left,белый металлик,used,4,0
cars_ml,Porsche,Panamera,2014,33000000,Астана,88000,0,liftback,4.8,petrol,automatic,awd,left,unknown,used,12,0
cars_ml,Toyota,Tundra,2008,16400000,Павлодар,240000,0,pickup,5.7,petrol,automatic,awd,left,белый,used,18,0
cars_ml,Chevrolet,Captiva,2008,4200000,Шымкент,-1,1,crossover,3.2,petrol,automatic,awd,left,черный металлик,unknown,18,0
cars_ml,Changan,X5 Plus,2026,8300000,Астана,-1,1,crossover,1.5,petrol,robot,fwd,left,белый металлик,unknown,0,0
cars_ml,Subaru,Forester,2023,16000000,Астана,65401,0,crossover,2.5,petrol,variator,awd,left,серый металлик,used,3,0
cars_ml,Subaru,Legacy,1998,1500000,Алматы,287769,0,wagon,2.5,petrol,automatic,awd,left,бордовый,used,28,0
cars_ml,ВАЗ,(Lada) Priora 2171,2013,1700000,Семей,396000,0,wagon,1.6,petrol,manual,fwd,left,белый,used,13,0
cars_ml,BMW,X7 XDrive 40i,2025,76050000,Астана,80,0,crossover,3.0,petrol,automatic,awd,left,черный,used,1,0
cars_ml,Audi,100,1993,3000000,Шымкент,-1,1,sedan,2.8,petrol,automatic,awd,left,синий металлик,unknown,33,0
cars_ml,Porsche,911 GT3,2025,216127800,Алматы,-1,1,coupe,4.0,petrol,robot,rwd,left,серый металлик,unknown,1,0
cars_ml,Hyundai,Accent,2019,6180000,Караганда,95300,0,sedan,1.6,petrol,automatic,fwd,left,белый,used,7,0
cars_ml,Changan,CS75 Plus Tech,2025,10800000,Алматы,-1,1,crossover,2.0,petrol,automatic,fwd,left,unknown,unknown,1,0
cars_ml,Jetour,X50 Premium,2025,7490000,Караганда,-1,1,crossover,1.5,petrol,robot,fwd,left,белый,unknown,1,0
cars_ml,Toyota,Camry,2013,6600000,Актау,199516,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,13,0
cars_ml,BMW,X3 XDrive 20i,2025,42326338,Алматы,7,0,crossover,2.0,hybrid,automatic,awd,left,белый металлик,used,1,0
cars_ml,BYD,Song Plus Flagship 602 EV,2025,13300000,Алматы,25,0,crossover,-1,электрический,automatic,fwd,left,бежевый,used,1,0
cars_ml,Lexus,GX 550 Luxury+,2025,64000000,Актобе,-1,1,suv,3.4,petrol,automatic,awd,left,unknown,unknown,1,0
cars_ml,Toyota,Camry Luxe,2025,24690000,Актобе,-1,1,sedan,2.5,hybrid,variator,fwd,left,unknown,unknown,1,0
cars_ml,Deepal,S09 RWD Ultra,2025,19500000,Астана,8,0,crossover,1.5,hybrid,automatic,rwd,left,черный металлик,used,1,0
cars_ml,Toyota,Camry,1998,3650000,Алматы,-1,1,sedan,3.0,petrol,automatic,fwd,left,unknown,unknown,28,0
cars_ml,Deepal,S07 Ultra 230,2026,11890000,Алматы,-1,1,crossover,1.5,hybrid,automatic,rwd,left,unknown,unknown,0,0
cars_ml,ВАЗ,(Lada) Lada 2121,2019,3200000,Алматы,-1,1,suv,1.7,petrol,manual,awd,left,unknown,unknown,7,0
cars_ml,Changan,CS55 Plus,2025,8800000,Шымкент,-1,1,crossover,1.5,petrol,robot,fwd,left,белый металлик,unknown,1,0
cars_ml,Hyundai,Sonata,2023,13500000,Астана,18259,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,3,0
cars_ml,Toyota,Land Cruiser Prado,2008,12200000,Алматы,-1,1,suv,4.0,petrol,automatic,awd,left,unknown,unknown,18,0
cars_ml,OMODA,C7 Comfort,2025,8990000,Тараз,-1,1,crossover,1.6,petrol,robot,fwd,left,unknown,unknown,1,0
cars_ml,Hyundai,Sonata,2022,14000000,Астана,18000,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,4,0
cars_ml,Lexus,ES 250 Progressive,2025,29798800,Кокшетау,13,0,sedan,2.5,petrol,automatic,fwd,left,черный металлик,used,1,0
cars_ml,Li,L8,2023,20000000,Алматы,38000,0,crossover,1.5,petrol,automatic,awd,left,серый металлик,used,3,0
cars_ml,Toyota,RAV4,2008,7000000,Алматы,200000,0,crossover,2.0,petrol,automatic,awd,left,черный металлик,used,18,0
cars_ml,Toyota,Land Cruiser Prado,2022,35000000,Алматы,106000,0,suv,4.0,petrol,automatic,awd,left,unknown,used,4,0
cars_ml,Zeekr,001,2023,16500000,Алматы,28000,0,liftback,-1,электрический,automatic,awd,left,unknown,used,3,0
cars_ml,ВАЗ,(Lada) Vesta SW Comfort CVT,2025,10040000,Костанай,-1,1,wagon,1.6,petrol,automatic,fwd,left,unknown,unknown,1,0
cars_ml,BMW,X5,2019,31000000,Алматы,110000,0,crossover,3.0,petrol,automatic,awd,left,серый металлик,used,7,0
cars_ml,Li,L7,2025,25900000,Астана,-1,1,crossover,1.5,hybrid,automatic,awd,left,unknown,unknown,1,0
cars_ml,BYD,Seal 05,2025,7500000,Алматы,-1,1,sedan,1.5,hybrid,variator,fwd,left,unknown,unknown,1,0
cars_ml,Hyundai,Bayon,2024,8430000,Астана,9500,0,crossover,1.4,petrol,automatic,fwd,left,серый,used,2,0
cars_ml,ВАЗ,(Lada) Priora 2172,2012,1850000,Актобе,-1,1,hatchback,1.6,petrol,manual,fwd,left,белый,unknown,14,0
cars_ml,BMW,535,2014,8800000,Актау,174000,0,sedan,3.0,petrol,automatic,awd,left,синий металлик,used,12,0
cars_ml,Kia,Sorento,2024,18000000,Астана,31000,0,crossover,2.5,petrol,robot,awd,left,белый металлик,used,2,0
cars_ml,ВАЗ,(Lada) Vesta SW Comfort CVT,2024,10040000,Караганда,-1,1,wagon,1.6,petrol,automatic,fwd,left,unknown,unknown,2,0
cars_ml,Lexus,RX 350,2015,14000000,Алматы,180000,0,crossover,3.5,petrol,automatic,awd,left,серебристый металлик,used,11,0
cars_ml,Mitsubishi,Pajero,2006,5000000,Алматы,244000,0,suv,3.5,petrol,automatic,awd,left,серый металлик,used,20,0
cars_ml,Kia,Sportage,2020,9200000,Караганда,81000,0,crossover,2.4,petrol,automatic,awd,left,unknown,used,6,0
cars_ml,BYD,FangChengBao Titanium 3,2025,14690000,Алматы,-1,1,suv,-1,электрический,automatic,awd,left,unknown,unknown,1,0
cars_ml,Toyota,Camry,2023,17900000,Костанай,53564,0,sedan,2.5,petrol,automatic,fwd,left,unknown,used,3,0
cars_ml,Hyundai,Tucson,2025,17000000,Караганда,52,0,crossover,2.5,petrol,automatic,awd,left,серебристый металлик,used,1,0
cars_ml,Toyota,Camry,2014,8500000,Алматы,294000,0,sedan,2.5,petrol,automatic,fwd,left,белый,used,12,0
cars_ml,Kia,Rio,2020,7490000,Астана,36512,0,sedan,1.6,petrol,automatic,fwd,left,unknown,used,6,0
cars_ml,Nissan,Almera Classic,2011,2600000,Актобе,250000,0,sedan,1.6,petrol,automatic,fwd,left,зеленый металлик,used,15,0
cars_ml,Honda,CR-V,1998,3400000,Алматы,500000,0,crossover,2.0,petrol,automatic,awd,left,оранжевый,used,28,0
cars_ml,Nissan,Qashqai,2017,7850000,Актобе,118000,0,crossover,2.0,petrol,variator,awd,left,белый,used,9,0
cars_ml,Hongqi,E-QM5,2025,7990000,Алматы,40,0,sedan,-1,электрический,automatic,fwd,left,черный металлик,used,1,0
cars_ml,Skoda,Rapid,2014,4500000,Актобе,176600,0,liftback,1.6,petrol,manual,fwd,left,белый,used,12,0
cars_ml,Toyota,Highlander,2024,30500000,Караганда,9500,0,crossover,2.5,hybrid,variator,awd,left,черный металлик,used,2,0
