source,brand,model,generation,generation_start_year,year,car_age,price,city,region,mileage_km,mileage_missing,mileage_per_year,is_new,is_low_mileage,is_high_mileage,body_type,engine_volume_l,engine_missing,fuel_type,transmission,drive_type,steering_wheel,color,customs_cleared,photo_count,options_count,has_abs,has_airbags,has_leather,has_heated_seats,has_ac,has_cruise_control,has_rear_camera,has_parking_sensors,has_bluetooth,has_alloy_wheels,has_sunroof,has_panorama,has_remote_start,is_fresh_import,tax_paid,inspection_passed
kolesa_full,AITO,M7 Plus 4WD 5s,2025 - н.в. 2 поколение,2025,2025,1,23200000,Алматы,Алматинская область,-1.0,1,-1.0,1,0,0,suv,1.5,0,hybrid,automatic,awd,left,серый металлик,1,13,39,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
kolesa_full,AITO,M7 Ultra 4WD 5s,2022 - 2024 1 поколение,2022,2025,1,26300000,Алматы,Алматинская область,-1.0,1,-1.0,1,0,0,crossover,1.5,0,hybrid,automatic,awd,left,серебристый,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,AITO,M7 Ultra 4WD 5s,2025 - н.в. 2 поколение,2025,2026,0,25000000,Астана,Акмолинская область,-1.0,1,-1.0,1,0,0,suv,1.5,0,hybrid,automatic,awd,left,серый,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,AITO,M9 Ultra 5s,2023 - н.в. 1 поколение,2023,2025,1,45700000,Алматы,Алматинская область,-1.0,1,-1.0,1,0,0,suv,1.5,0,hybrid,automatic,awd,left,синий,1,13,48,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
kolesa_full,AITO,M9 Ultra 6s,2023 - н.в. 1 поколение,2023,2025,1,46700000,Алматы,Алматинская область,-1.0,1,-1.0,1,0,0,suv,1.5,0,hybrid,automatic,awd,left,черный,1,18,49,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
kolesa_full,Alfa,Romeo Tonale,2022 - н.в. 1 поколение,2022,2024,2,31000000,Алматы,Алматинская область,11.0,0,5.5,0,1,0,crossover,1.5,0,petrol,robot,fwd,left,unknown,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1982 - 1988 3 поколение (C3),1982,1986,40,990000,Шардара,Туркестанская область,1234.0,0,30.85,0,1,0,sedan,1.8,0,petrol-gas,manual,fwd,left,серый,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1988 - 1991 3 поколение рестайлинг (С3),1988,1989,37,950000,Жаркент,Жетысуская область,555555.0,0,15015.0,0,0,1,sedan,2.3,0,petrol,manual,fwd,left,синий,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1988 - 1991 3 поколение рестайлинг (С3),1988,1989,37,750000,Алматы,Алматинская область,7777.0,0,210.1891891891892,0,1,0,sedan,2.3,0,petrol,manual,fwd,left,серый,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1990,36,1500000,Шымкент,Туркестанская область,333012.0,0,9250.333333333334,0,0,1,sedan,2.3,0,petrol,manual,fwd,left,синий,1,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
kolesa_full,Audi,100,1988 - 1991 3 поколение рестайлинг (С3),1988,1990,36,1300000,Шымкент,Туркестанская область,333333.0,0,9259.25,0,0,1,sedan,2.3,0,petrol,manual,fwd,left,серебристый металлик,1,14,12,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1991,35,2500000,Талдыкорган,Жетысуская область,390000.0,0,11142.857142857143,0,0,1,sedan,2.8,0,petrol,automatic,fwd,left,зеленый металлик,1,27,28,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1991,35,2200000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,2.3,0,petrol,manual,fwd,left,unknown,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1991,35,1300000,Астана,Акмолинская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,белый металлик,1,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1991,35,2200000,Тараз,Жамбылская область,-1.0,1,-1.0,0,0,0,sedan,2.3,0,petrol,manual,fwd,left,голубой металлик,1,9,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1991,35,1900000,Тараз,Жамбылская область,-1.0,1,-1.0,0,0,0,sedan,2.8,0,petrol,manual,fwd,left,бордовый металлик,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1991,35,1400000,Есик,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,белый металлик,1,13,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1991,35,1200000,Балхаш,Карагандинская область,300000.0,0,8571.42857142857,0,0,1,sedan,2.3,0,petrol,manual,fwd,left,синий металлик,1,6,12,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1992,34,1500000,Петропавловск,Северо-Казахстанская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,синий металлик,1,11,18,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1992,34,2000000,Талдыкорган,Жетысуская область,777777.0,0,22875.79411764706,0,0,1,sedan,2.6,0,petrol,manual,fwd,left,unknown,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1992,34,1700000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,2.3,0,petrol,manual,fwd,left,unknown,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1992,34,2200000,Алматы,Алматинская область,55555.0,0,1633.9705882352941,0,0,0,sedan,2.3,0,petrol,manual,fwd,left,unknown,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1992,34,2100000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,2.3,0,petrol,manual,fwd,left,золотистый,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1992,34,1600000,Талдыкорган,Жетысуская область,388888.0,0,11437.882352941177,0,0,1,wagon,2.6,0,petrol,manual,fwd,left,unknown,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1992,34,1400000,Кызылорда,Кызылординская область,350000.0,0,10294.117647058823,0,0,1,sedan,2.6,0,petrol,manual,fwd,left,белый металлик,1,5,7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1993,33,1900000,Астана,Акмолинская область,-1.0,1,-1.0,0,0,0,sedan,2.6,0,petrol,manual,fwd,left,черный металлик,1,17,17,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1993,33,3000000,Шымкент,Туркестанская область,-1.0,1,-1.0,0,0,0,sedan,2.8,0,petrol,automatic,awd,left,синий металлик,1,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1993,33,2300000,Астана,Акмолинская область,224000.0,0,6787.878787878788,0,0,1,sedan,2.6,0,petrol,manual,fwd,left,серебристый металлик,1,11,12,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1993,33,1600000,Астана,Акмолинская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,синий,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1994,32,1200000,Ушарал,Жетысуская область,555555.0,0,17361.09375,0,0,1,wagon,2.6,0,petrol,manual,fwd,right,unknown,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1994,32,2100000,Караганда,Карагандинская область,188888.0,0,5902.75,0,0,0,wagon,2.6,0,petrol,manual,awd,left,unknown,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1994,32,1500000,Тараз,Жамбылская область,-1.0,1,-1.0,0,0,0,wagon,2.0,0,petrol,manual,fwd,left,unknown,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1994,32,1800000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,2.6,0,petrol,manual,fwd,right,синий металлик,1,19,24,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1
kolesa_full,Audi,100,1990 - 1994 4 поколение (C4),1990,1994,32,2650000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,2.6,0,petrol,manual,fwd,left,unknown,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1986 - 1991 B3,1986,1988,38,1600000,Аулиеколь,Костанайская область,280000.0,0,7368.421052631579,0,0,1,sedan,1.8,0,petrol,manual,fwd,left,зеленый металлик,1,21,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
kolesa_full,Audi,80,1986 - 1991 B3,1986,1988,38,550000,Караганда,Карагандинская область,500000.0,0,13157.894736842105,0,0,1,sedan,1.8,0,petrol,manual,fwd,left,unknown,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1986 - 1991 B3,1986,1990,36,1100000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,1.8,0,petrol,manual,fwd,left,белый,1,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1986 - 1991 B3,1986,1990,36,1500000,Щучинск,Акмолинская область,-1.0,1,-1.0,0,0,0,sedan,1.8,0,petrol,manual,fwd,left,зеленый металлик,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1991 - 1996 B4,1991,1991,35,1030000,Теренколь,Павлодарская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,зеленый,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1986 - 1991 B3,1986,1991,35,1100000,Тараз,Жамбылская область,-1.0,1,-1.0,0,0,0,sedan,1.8,0,petrol,manual,fwd,left,unknown,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1986 - 1991 B3,1986,1991,35,1300000,Карабалык (Карабалыкский р-н),Костанайская область,300000.0,0,8571.42857142857,0,0,1,sedan,1.8,0,petrol,manual,fwd,left,unknown,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1991 - 1996 B4,1991,1992,34,1300000,Алматы,Алматинская область,217301.0,0,6391.205882352941,0,0,1,sedan,2.0,0,petrol,manual,fwd,left,unknown,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1991 - 1996 B4,1991,1992,34,1200000,Тараз,Жамбылская область,345621.0,0,10165.323529411764,0,0,1,sedan,2.6,0,petrol,manual,fwd,left,unknown,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1991 - 1996 B4,1991,1992,34,1400000,Астана,Акмолинская область,357000.0,0,10500.0,0,0,1,sedan,2.0,0,petrol,manual,fwd,left,зеленый,1,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
kolesa_full,Audi,80,1991 - 1996 B4,1991,1992,34,1250000,Кордай,Жамбылская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,серый металлик,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
kolesa_full,Audi,80,1991 - 1996 B4,1991,1992,34,900000,Астана,Акмолинская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,зеленый,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1991 - 1996 B4,1991,1992,34,700000,Шымкент,Туркестанская область,316359.0,0,9304.676470588236,0,0,1,sedan,2.0,0,petrol,manual,awd,left,черный,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1991 - 1996 B4,1991,1993,33,1200000,Астана,Акмолинская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,белый,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1991 - 1996 B4,1991,1993,33,1700000,Караганда,Карагандинская область,-1.0,1,-1.0,0,0,0,sedan,2.3,0,petrol,manual,awd,left,черный,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kolesa_full,Audi,80,1991 - 1996 B4,1991,1994,32,1800000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,automatic,fwd,left,unknown,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,80,1991 - 1996 B4,1991,1995,31,900000,Кызылорда,Кызылординская область,350000.0,0,11290.322580645161,0,0,1,sedan,2.0,0,petrol,manual,fwd,left,серый,1,6,15,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
kolesa_full,Audi,A4,1994 - 1999 B5,1994,1995,31,2100000,Караганда,Карагандинская область,297000.0,0,9580.645161290322,0,0,1,sedan,2.6,0,petrol,automatic,fwd,left,серебристый металлик,1,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
kolesa_full,Audi,A4,1999 - 2001 B5 рестайлинг,1999,2000,26,1550000,Балхаш,Карагандинская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,синий металлик,1,6,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A4,2000 - 2006 B6,2000,2001,25,2450000,Алматы,Алматинская область,308000.0,0,12320.0,0,0,1,sedan,2.0,0,petrol,cvt,fwd,left,черный металлик,1,15,23,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
kolesa_full,Audi,A4,2004 - 2009 B7,2004,2006,20,2450000,Шымкент,Туркестанская область,350842.0,0,17542.1,0,0,1,sedan,2.0,0,petrol,cvt,fwd,left,красный металлик,1,0,29,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1
kolesa_full,Audi,A4,2004 - 2009 B7,2004,2007,19,3000000,Шымкент,Туркестанская область,280000.0,0,14736.842105263158,0,0,1,sedan,2.0,0,petrol,cvt,fwd,left,синий металлик,1,7,11,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
kolesa_full,Audi,A4,2019 - н.в. B9 рестайлинг,2019,2022,4,19500000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,robot,fwd,left,unknown,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A4,2019 - н.в. B9 рестайлинг,2019,2022,4,15000000,Алматы,Алматинская область,27000.0,0,6750.0,0,1,0,sedan,2.0,0,petrol,robot,fwd,left,unknown,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A4 allroad,2019 - н.в. 2 поколение рестайлинг (B9),2019,2020,6,19500000,Алматы,Алматинская область,41000.0,0,6833.333333333333,0,1,0,wagon,2.0,0,petrol,robot,awd,left,серый,1,29,35,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1
kolesa_full,Audi,A5,2011 - 2017 1 поколение рестайлинг (A5),2011,2012,14,5890000,Астана,Акмолинская область,170502.0,0,12178.714285714286,0,0,0,liftback,2.0,0,petrol,automatic,awd,left,серый,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1994,32,1900000,Тараз,Жамбылская область,-1.0,1,-1.0,0,0,0,wagon,2.6,0,petrol,manual,fwd,left,unknown,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1994,32,3000000,Петропавловск,Северо-Казахстанская область,-1.0,1,-1.0,0,0,0,sedan,2.6,0,petrol,automatic,fwd,left,unknown,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1994,32,2222222,Тараз,Жамбылская область,555555.0,0,17361.09375,0,0,1,sedan,2.0,0,petrol,manual,fwd,left,красный,1,10,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1994,32,2450000,Петропавловск,Северо-Казахстанская область,-1.0,1,-1.0,0,0,0,sedan,2.6,0,petrol,manual,fwd,left,синий металлик,1,31,27,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1995,31,3100000,Аса,Жамбылская область,268730.0,0,8668.709677419354,0,0,1,wagon,2.6,0,petrol,manual,fwd,left,белый,1,8,20,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1995,31,2850000,Тараз,Жамбылская область,77777.0,0,2508.935483870968,0,0,0,sedan,2.6,0,petrol,manual,fwd,left,unknown,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1995,31,3800000,Кызылорда,Кызылординская область,-1.0,1,-1.0,0,0,0,wagon,2.6,0,petrol,automatic,fwd,left,белый металлик,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1995,31,1000000,Астана,Акмолинская область,300000.0,0,9677.41935483871,0,0,1,sedan,2.5,0,diesel,manual,fwd,left,белый,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1995,31,4500000,Шымкент,Туркестанская область,260000.0,0,8387.09677419355,0,0,1,sedan,2.6,0,petrol,automatic,fwd,left,коричневый металлик,1,36,21,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1996,30,3100000,Уральск,Западно-Казахстанская область,344000.0,0,11466.666666666666,0,0,1,wagon,2.6,0,petrol,manual,fwd,left,синий,1,20,22,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1996,30,2500000,Уральск,Западно-Казахстанская область,-1.0,1,-1.0,0,0,0,sedan,2.0,0,petrol,manual,fwd,left,синий металлик,1,22,19,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1996,30,3500000,Шымкент,Туркестанская область,300000.0,0,10000.0,0,0,1,sedan,2.6,0,petrol,manual,fwd,left,unknown,1,7,17,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
kolesa_full,Audi,A6,1994 - 1997 C4,1994,1996,30,2700000,Алматы,Алматинская область,330000.0,0,11000.0,0,0,1,wagon,2.6,0,petrol,automatic,fwd,left,синий металлик,1,13,23,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
kolesa_full,Audi,A6,1997 - 2001 C5,1997,1997,29,3350000,Астана,Акмолинская область,460000.0,0,15862.068965517241,0,0,1,sedan,2.8,0,petrol,automatic,fwd,left,бирюзовый металлик,1,9,19,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1
kolesa_full,Audi,A6,1997 - 2001 C5,1997,1998,28,2400000,Щучинск,Акмолинская область,-1.0,1,-1.0,0,0,0,sedan,2.4,0,petrol,manual,fwd,left,черный металлик,1,17,21,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1
kolesa_full,Audi,A6,1997 - 2001 C5,1997,1998,28,3000000,Абай (Абайский р-н),Карагандинская область,280000.0,0,10000.0,0,0,1,sedan,2.8,0,petrol-gas,automatic,awd,left,серебристый металлик,1,7,15,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1
kolesa_full,Audi,A6,1997 - 2001 C5,1997,1999,27,2450000,Астана,Акмолинская область,300000.0,0,11111.111111111111,0,0,1,sedan,2.8,0,petrol,automatic,awd,left,золотистый металлик,1,9,11,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1
kolesa_full,Audi,A6,1997 - 2001 C5,1997,2000,26,3350000,Петропавловск,Северо-Казахстанская область,-1.0,1,-1.0,0,0,0,wagon,2.8,0,petrol,automatic,fwd,left,зеленый металлик,1,79,28,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1
kolesa_full,Audi,A6,1997 - 2001 C5,1997,2000,26,2700000,Костанай,Костанайская область,506000.0,0,19461.53846153846,0,0,1,sedan,2.7,0,petrol,automatic,awd,left,синий металлик,1,11,25,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1
kolesa_full,Audi,A6,2001 - 2005 C5 рестайлинг,2001,2001,25,1950000,Алматы,Алматинская область,308000.0,0,12320.0,0,0,1,sedan,2.5,0,diesel,automatic,fwd,left,серый,1,53,19,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
kolesa_full,Audi,A6,2004 - 2008 C6,2004,2004,22,2100000,Астана,Акмолинская область,347000.0,0,15772.727272727272,0,0,1,sedan,2.8,0,petrol,manual,fwd,left,серый металлик,1,28,28,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
kolesa_full,Audi,A6,2001 - 2005 C5 рестайлинг,2001,2004,22,3100000,Астана,Акмолинская область,-1.0,1,-1.0,0,0,0,wagon,2.5,0,diesel,manual,fwd,left,unknown,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,2004 - 2008 C6,2004,2005,21,4000000,Шиели,Кызылординская область,341000.0,0,16238.095238095239,0,0,1,sedan,2.4,0,petrol,cvt,fwd,left,серый металлик,1,8,10,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
kolesa_full,Audi,A6,2004 - 2008 C6,2004,2006,20,3900000,Уральск,Западно-Казахстанская область,229000.0,0,11450.0,0,0,1,sedan,3.0,0,petrol,automatic,awd,left,черный металлик,1,5,21,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
kolesa_full,Audi,A6,2004 - 2008 C6,2004,2007,19,5550000,Алматы,Алматинская область,300000.0,0,15789.473684210527,0,0,1,sedan,2.4,0,petrol,cvt,fwd,left,unknown,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,2008 - 2011 C6 рестайлинг,2008,2010,16,7500000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,3.0,0,petrol,automatic,awd,left,белый,1,11,28,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
kolesa_full,Audi,A6,2014 - 2018 C7 рестайлинг,2014,2015,11,10000000,Алматы,Алматинская область,193000.0,0,17545.454545454544,0,0,0,sedan,1.8,0,petrol,robot,awd,left,черный,1,14,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,2014 - 2018 C7 рестайлинг,2014,2015,11,20000000,Алматы,Алматинская область,71000.0,0,6454.545454545455,0,0,0,sedan,3.0,0,petrol,automatic,awd,left,unknown,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6,2014 - 2018 C7 рестайлинг,2014,2017,9,14000000,Караганда,Карагандинская область,200000.0,0,22222.222222222223,0,0,0,sedan,2.0,0,petrol,robot,awd,left,коричневый,1,26,47,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
kolesa_full,Audi,A6 45 TFSI Quattro,2018 - н.в. C8,2018,2026,0,45000000,Алматы,Алматинская область,-1.0,1,-1.0,1,0,0,sedan,3.0,0,petrol,robot,awd,left,белый,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A6 45 TFSI Quattro Sport,2018 - н.в. C8,2018,2024,2,42810000,Костанай,Костанайская область,34.0,0,17.0,0,1,0,sedan,2.0,0,petrol,robot,awd,left,белый металлик,1,31,48,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
kolesa_full,Audi,A7 TFSI Quattro,2018 - н.в. 2 поколение (A7),2018,2024,2,42740000,Астана,Акмолинская область,30.0,0,15.0,0,1,0,liftback,2.0,0,petrol,robot,awd,left,серый металлик,1,21,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kolesa_full,Audi,A8,1994 - 1999 1 поколение (A8),1994,1995,31,1650000,Талдыкорган,Жетысуская область,300000.0,0,9677.41935483871,0,0,1,sedan,2.8,0,petrol,automatic,awd,left,черный металлик,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A8,2005 - 2007 2 поколение рестайлинг (A8),2005,2007,19,8000000,Алматы,Алматинская область,240000.0,0,12631.578947368422,0,0,1,sedan,6.0,0,petrol,automatic,awd,left,unknown,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A8,2005 - 2007 2 поколение рестайлинг (A8),2005,2007,19,8000000,Актау,Мангистауская область,240000.0,0,12631.578947368422,0,0,1,sedan,6.0,0,petrol,automatic,awd,left,unknown,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,A8,2009 - 2014 3 поколение (A8),2009,2011,15,11000000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,sedan,3.0,0,petrol,automatic,awd,left,черный,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,Q3 40 TFSI Quattro,2018 - н.в. 2 поколение (F3),2018,2023,3,25300000,Алматы,Алматинская область,-1.0,1,-1.0,0,0,0,crossover,2.0,0,petrol,robot,awd,left,черный,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolesa_full,Audi,Q3 40 TFSI Quattro Advance,2018 - н.в. 2 поколение (F3),2018,2024,2,24590000,Петропавловск,Северо-Казахстанская область,32.0,0,16.0,0,1,0,crossover,2.0,0,petrol,robot,awd,left,unknown,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
