iter	Passed	Remaining
1712	3607	17453
1713	3609	17451
1714	3611	17446
1715	3612	17441
1716	3614	17438
1717	3616	17434
1718	3618	17433
1719	3621	17433
1720	3623	17433
1721	3626	17434
1722	3628	17429
1723	3630	17429
1724	3632	17427
1725	3635	17426
1726	3637	17425
1727	3640	17424
1728	3642	17422
1729	3643	17417
1730	3645	17413
1731	3647	17412
1732	3650	17412
1733	3652	17412
1734	3654	17410
1735	3656	17406
1736	3659	17407
1737	3661	17405
1738	3664	17406
1739	3665	17402
1740	3668	17402
1741	3670	17398
1742	3672	17395
1743	3673	17391
1744	3676	17390
1745	3678	17390
1746	3680	17386
1747	3682	17382
1748	3683	17377
1749	3686	17377
1750	3687	17371
1751	3689	17367
1752	3691	17366
1753	3693	17363
1754	3695	17360
1755	3697	17356
1756	3698	17352
1757	3700	17348
1758	3701	17343
1759	3704	17344
1760	3706	17341
1761	3708	17336
1762	3709	17333
1763	3711	17330
1764	3714	17329
1765	3716	17327
1766	3718	17325
1767	3720	17321
1768	3722	17318
1769	3723	17314
1770	3725	17308
1771	3726	17304
1772	3729	17303
1773	3731	17302
1774	3733	17299
1775	3735	17295
1776	3736	17292
1777	3739	17291
1778	3741	17287
1779	3742	17283
1780	3744	17278
1781	3746	17275
1782	3748	17273
1783	3749	17268
1784	3751	17264
1785	3753	17261
1786	3755	17259
1787	3757	17257
1788	3758	17251
1789	3760	17248
1790	3762	17244
1791	3764	17242
1792	3766	17241
1793	3768	17239
1794	3775	17257
1795	3776	17252
1796	3779	17252
1797	3780	17247
1798	3783	17246
1799	3785	17243
1800	3787	17241
1801	3789	17239
1802	3791	17238
1803	3794	17239
1804	3796	17235
1805	3798	17234
1806	3800	17229
1807	3803	17233
1808	3806	17233
1809	3809	17235
1810	3811	17234
1811	3813	17233
1812	3816	17234
1813	3818	17231
1814	3820	17229
1815	3822	17225
1816	3824	17222
1817	3826	17222
1818	3828	17218
1819	3830	17215
1820	3832	17212
1821	3834	17209
1822	3836	17206
1823	3838	17206
1824	3840	17204
1825	3843	17204
1826	3845	17200
1827	3846	17196
1828	3849	17197
1829	3851	17194
1830	3853	17191
1831	3855	17189
1832	3858	17189
1833	3860	17188
1834	3863	17189
1835	3865	17186
1836	3866	17183
1837	3869	17184
1838	3871	17181
1839	3873	17179
1840	3875	17177
1841	3877	17174
1842	3880	17175
1843	3882	17173
1844	3884	17169
1845	3887	17172
1846	3889	17170
1847	3892	17171
1848	3895	17170
1849	3896	17166
1850	3898	17163
1851	3900	17162
1852	3903	17163
1853	3905	17161
1854	3907	17159
1855	3910	17156
1856	3912	17154
1857	3913	17151
1858	3915	17148
1859	3917	17145
1860	3919	17142
1861	3922	17142
1862	3923	17138
1863	3926	17136
1864	3928	17134
1865	3930	17131
1866	3932	17128
1867	3933	17125
1868	3935	17121
1869	3937	17117
1870	3938	17113
1871	3940	17109
1872	3942	17106
1873	3945	17106
1874	3947	17106
1875	3949	17103
1876	3952	17104
1877	3954	17102
1878	3956	17099
1879	3958	17097
1880	3960	17094
1881	3962	17091
1882	3965	17092
1883	3967	17090
1884	3969	17090
1885	3971	17086
1886	3974	17088
1887	3977	17090
1888	3979	17088
1889	3981	17084
1890	3983	17080
1891	3985	17078
1892	3987	17075
1893	3988	17070
1894	3990	17066
1895	3991	17062
1896	3994	17060
1897	3995	17056
1898	3997	17053
1899	4000	17053
1900	4002	17051
1901	4004	17049
1902	4006	17046
1903	4007	17041
1904	4010	17039
1905	4011	17036
1906	4013	17034
1907	4015	17031
1908	4017	17028
1909	4019	17025
1910	4021	17023
1911	4023	17020
1912	4025	17017
1913	4027	17015
1914	4029	17011
1915	4031	17008
1916	4032	17004
1917	4034	17001
1918	4036	16997
1919	4038	16994
1920	4040	16990
1921	4042	16988
1922	4043	16984
1923	4045	16980
1924	4046	16975
1925	4048	16972
1926	4050	16971
1927	4053	16970
1928	4055	16968
1929	4057	16964
1930	4059	16964
1931	4061	16959
1932	4062	16954
1933	4064	16949
1934	4066	16948
1935	4068	16947
1936	4071	16946
1937	4072	16942
1938	4074	16937
1939	4076	16934
1940	4077	16930
1941	4079	16927
1942	4081	16925
1943	4083	16920
1944	4084	16916
1945	4086	16911
1946	4088	16908
1947	4089	16905
1948	4091	16901
1949	4093	16897
1950	4094	16892
1951	4096	16888
1952	4098	16886
1953	4099	16882
1954	4101	16878
1955	4103	16875
1956	4105	16873
1957	4107	16870
1958	4109	16869
1959	4111	16865
1960	4113	16861
1961	4115	16862
1962	4117	16858
1963	4119	16854
1964	4121	16852
1965	4123	16850
1966	4125	16847
1967	4127	16844
1968	4129	16841
1969	4131	16840
1970	4133	16836
1971	4135	16834
1972	4136	16830
1973	4138	16827
1974	4140	16823
1975	4142	16819
1976	4144	16818
1977	4146	16815
1978	4148	16813
1979	4151	16813
1980	4153	16811
1981	4155	16808
1982	4156	16806
1983	4158	16802
1984	4160	16799
1985	4163	16800
1986	4164	16796
1987	4167	16795
1988	4169	16795
1989	4171	16790
1990	4173	16786
1991	4174	16782
1992	4177	16782
1993	4179	16780
1994	4180	16776
1995	4183	16775
1996	4185	16773
1997	4187	16770
1998	4189	16766
1999	4190	16763
2000	4192	16761
2001	4194	16757
2002	4196	16754
2003	4198	16751
2004	4200	16751
2005	4202	16747
2006	4204	16744
2007	4206	16740
2008	4208	16738
2009	4210	16737
2010	4212	16735
2011	4214	16732
2012	4217	16731
2013	4218	16728
2014	4220	16725
2015	4222	16721
2016	4224	16718
2017	4225	16714
2018	4227	16709
2019	4229	16708
2020	4231	16706
2021	4233	16703
2022	4235	16700
2023	4237	16698
2024	4239	16695
2025	4241	16693
2026	4243	16690
2027	4244	16686
2028	4246	16682
2029	4248	16678
2030	4250	16676
2031	4252	16673
2032	4253	16669
2033	4256	16669
2034	4259	16673
2035	4261	16670
2036	4263	16667
2037	4265	16666
2038	4267	16662
2039	4269	16659
2040	4271	16656
2041	4273	16652
2042	4274	16649
2043	4277	16648
2044	4278	16644
2045	4280	16641
2046	4283	16642
2047	4285	16637
2048	4286	16634
2049	4289	16635
2050	4291	16633
2051	4293	16631
2052	4296	16630
2053	4298	16627
2054	4300	16625
2055	4302	16622
2056	4305	16623
2057	4306	16621
2058	4308	16617
2059	4310	16615
2060	4313	16614
2061	4315	16611
2062	4316	16608
2063	4318	16604
2064	4321	16604
2065	4323	16602
2066	4325	16599
2067	4326	16595
2068	4328	16591
2069	4330	16588
2070	4331	16584
2071	4333	16582
2072	4335	16580
2073	4337	16576
2074	4339	16574
2075	4342	16574
2076	4344	16573
2077	4347	16573
2078	4349	16573
2079	4351	16569
2080	4353	16565
2081	4354	16561
2082	4356	16558
2083	4358	16557
2084	4360	16554
2085	4362	16552
2086	4364	16549
2087	4366	16545
2088	4369	16547
2089	4371	16544
2090	4373	16542
2091	4376	16543
2092	4378	16539
2093	4380	16539
2094	4382	16538
2095	4384	16534
2096	4387	16534
2097	4389	16531
2098	4391	16528
2099	4393	16526
2100	4394	16523
2101	4396	16520
2102	4398	16516
2103	4400	16516
2104	4402	16513
2105	4405	16511
2106	4407	16510
2107	4410	16510
2108	4412	16509
2109	4414	16507
2110	4418	16510
2111	4419	16507
2112	4422	16507
2113	4424	16505
2114	4426	16502
2115	4428	16499
2116	4431	16499
2117	4432	16496
2118	4434	16493
2119	4437	16492
2120	4438	16489
2121	4440	16486
2122	4442	16484
2123	4444	16482
2124	4446	16479
2125	4449	16478
2126	4450	16474
2127	4452	16471
2128	4454	16468
2129	4455	16464
2130	4457	16460
2131	4459	16458
2132	4462	16457
2133	4464	16454
2134	4465	16451
2135	4467	16449
2136	4469	16446
2137	4472	16445
2138	4474	16443
2139	4475	16439
2140	4477	16435
2141	4479	16433
2142	4481	16432
2143	4483	16429
2144	4485	16426
2145	4487	16424
2146	4489	16421
2147	4491	16418
2148	4493	16415
2149	4494	16411
2150	4497	16409
2151	4498	16406
2152	4500	16404
2153	4502	16401
2154	4504	16398
2155	4507	16397
2156	4509	16395
2157	4511	16393
2158	4512	16390
2159	4514	16386
2160	4516	16381
2161	4517	16379
2162	4519	16376
2163	4521	16373
2164	4523	16370
2165	4525	16366
2166	4526	16363
2167	4528	16360
2168	4530	16357
2169	4532	16353
2170	4534	16350
2171	4536	16348
2172	4538	16346
2173	4540	16343
2174	4542	16341
2175	4544	16340
2176	4546	16336
2177	4548	16334
2178	4550	16333
2179	4552	16331
2180	4554	16327
2181	4555	16323
2182	4557	16320
2183	4559	16317
2184	4561	16313
2185	4562	16309
2186	4564	16305
2187	4566	16303
2188	4569	16303
2189	4570	16300
2190	4572	16297
2191	4574	16293
2192	4576	16290
2193	4577	16286
2194	4579	16282
2195	4581	16281
2196	4583	16279
2197	4585	16275
2198	4587	16273
2199	4588	16268
2200	4590	16264
2201	4591	16261
2202	4594	16262
2203	4596	16260
2204	4598	16257
2205	4601	16256
2206	4603	16255
2207	4605	16252
2208	4607	16249
2209	4608	16244
2210	4610	16241
2211	4612	16238
2212	4613	16233
2213	4615	16230
2214	4617	16228
2215	4619	16228
2216	4622	16227
2217	4624	16224
2218	4626	16222
2219	4627	16218
2220	4630	16217
2221	4632	16215
2222	4634	16213
2223	4636	16210
2224	4638	16207
2225	4640	16206
2226	4642	16202
2227	4644	16201
2228	4646	16199
2229	4649	16198
2230	4651	16196
2231	4653	16195
2232	4655	16191
2233	4656	16188
2234	4658	16184
2235	4659	16180
2236	4662	16181
2237	4664	16177
2238	4666	16176
2239	4668	16174
2240	4670	16170
2241	4672	16167
2242	4673	16164
2243	4675	16160
2244	4677	16158
2245	4680	16157
2246	4681	16153
2247	4683	16148
2248	4684	16144
2249	4686	16142
2250	4688	16140
2251	4691	16140
2252	4693	16138
2253	4695	16138
2254	4697	16134
2255	4699	16130
2256	4700	16127
2257	4702	16124
2258	4704	16121
2259	4706	16119
2260	4708	16116
2261	4710	16113
2262	4712	16113
2263	4714	16108
2264	4715	16105
2265	4717	16100
2266	4719	16097
2267	4720	16093
2268	4722	16090
2269	4724	16086
2270	4726	16085
2271	4728	16082
2272	4730	16081
2273	4731	16076
2274	4733	16074
2275	4735	16070
2276	4737	16069
2277	4739	16066
2278	4742	16066
2279	4744	16063
2280	4745	16060
2281	4748	16059
2282	4750	16057
2283	4752	16054
2284	4754	16052
2285	4755	16048
2286	4757	16045
2287	4759	16044
2288	4762	16042
2289	4764	16039
2290	4766	16037
2291	4767	16033
2292	4770	16033
2293	4771	16029
2294	4774	16029
2295	4776	16025
2296	4777	16022
2297	4779	16019
2298	4781	16018
2299	4783	16015
2300	4785	16011
2301	4787	16008
2302	4789	16007
2303	4791	16004
2304	4793	16001
2305	4794	15998
2306	4796	15995
2307	4798	15992
2308	4800	15988
2309	4802	15987
2310	4804	15985
2311	4807	15984
2312	4808	15981
2313	4810	15978
2314	4812	15975
2315	4814	15972
2316	4816	15971
2317	4818	15967
2318	4820	15965
2319	4821	15961
2320	4823	15958
2321	4825	15956
2322	4827	15953
2323	4829	15952
2324	4831	15950
2325	4833	15946
2326	4835	15944
2327	4837	15940
2328	4838	15936
2329	4840	15933
2330	4842	15932
2331	4844	15928
2332	4846	15925
2333	4847	15922
2334	4849	15920
2335	4851	15918
2336	4853	15915
2337	4855	15912
2338	4857	15909
2339	4860	15909
2340	4861	15906
2341	4863	15903
2342	4866	15904
2343	4868	15901
2344	4870	15899
2345	4872	15898
2346	4874	15894
2347	4876	15891
2348	4878	15889
2349	4879	15885
2350	4882	15883
2351	4883	15881
2352	4885	15877
2353	4887	15873
2354	4888	15870
2355	4890	15867
2356	4892	15864
2357	4894	15861
2358	4895	15857
2359	4897	15855
2360	4900	15854
2361	4901	15850
2362	4904	15849
2363	4905	15845
2364	4907	15843
2365	4909	15839
2366	4911	15837
2367	4913	15835
2368	4915	15834
2369	4917	15832
2370	4919	15828
2371	4920	15824
2372	4923	15824
2373	4926	15824
2374	4927	15821
2375	4929	15817
2376	4931	15815
2377	4933	15812
2378	4935	15809
2379	4936	15806
2380	4938	15802
2381	4940	15799
2382	4941	15796
2383	4943	15793
2384	4945	15790
2385	4947	15788
2386	4949	15784
2387	4950	15781
2388	4953	15779
2389	4954	15775
2390	4956	15772
2391	4958	15769
2392	4959	15766
2393	4961	15763
2394	4964	15763
2395	4966	15762
2396	4968	15760
2397	4970	15757
2398	4972	15754
2399	4974	15752
2400	4976	15748
2401	4977	15745
2402	4979	15741
2403	4981	15738
2404	4982	15735
2405	4984	15731
2406	4985	15728
2407	4987	15725
2408	4989	15721
2409	4990	15717
2410	4992	15713
2411	4993	15710
2412	4995	15707
2413	4998	15706
2414	5000	15704
2415	5002	15702
2416	5003	15698
2417	5005	15694
2418	5006	15690
2419	5008	15688
2420	5010	15686
2421	5013	15685
2422	5015	15683
2423	5017	15680
2424	5018	15677
2425	5020	15674
2426	5022	15672
2427	5024	15669
2428	5026	15668
2429	5028	15665
2430	5030	15661
2431	5031	15658
2432	5034	15656
2433	5035	15654
2434	5037	15650
2435	5039	15649
2436	5041	15646
2437	5043	15643
2438	5045	15640
2439	5047	15640
2440	5049	15636
2441	5051	15634
2442	5052	15630
2443	5054	15626
2444	5056	15624
2445	5058	15622
2446	5059	15618
2447	5061	15615
2448	5064	15613
2449	5065	15610
2450	5068	15609
2451	5069	15605
2452	5072	15605
2453	5074	15602
2454	5076	15601
2455	5077	15597
2456	5079	15594
2457	5081	15591
2458	5083	15589
2459	5085	15587
2460	5087	15584
2461	5089	15581
2462	5091	15580
2463	5093	15577
2464	5094	15573
2465	5097	15572
2466	5100	15572
2467	5101	15570
2468	5103	15567
2469	5104	15562
2470	5106	15560
2471	5109	15560
2472	5111	15556
2473	5113	15554
2474	5114	15551
2475	5116	15548
2476	5118	15545
2477	5119	15541
2478	5121	15538
2479	5123	15535
2480	5125	15533
2481	5128	15532
2482	5130	15533
2483	5132	15530
2484	5134	15526
2485	5136	15525
2486	5138	15522
2487	5140	15519
2488	5142	15518
2489	5144	15515
2490	5145	15511
2491	5148	15510
2492	5149	15507
2493	5152	15506
2494	5153	15503
2495	5155	15499
2496	5157	15496
2497	5160	15497
2498	5162	15495
2499	5164	15492
2500	5165	15488
2501	5167	15486
2502	5169	15483
2503	5171	15481
2504	5172	15477
2505	5174	15473
2506	5176	15470
2507	5178	15469
2508	5181	15469
2509	5183	15466
2510	5184	15463
2511	5186	15460
2512	5189	15461
2513	5191	15458
2514	5193	15455
2515	5195	15455
2516	5197	15452
2517	5199	15450
2518	5201	15446
2519	5203	15443
2520	5205	15441
2521	5206	15438
2522	5208	15435
2523	5210	15432
2524	5211	15428
2525	5213	15425
2526	5214	15421
2527	5216	15419
2528	5219	15417
2529	5221	15415
2530	5222	15412
2531	5225	15411
2532	5226	15407
2533	5228	15404
2534	5230	15403
2535	5232	15400
2536	5233	15396
2537	5235	15392
2538	5237	15389
2539	5240	15390
2540	5241	15387
2541	5243	15384
2542	5245	15381
2543	5247	15379
2544	5249	15377
2545	5251	15374
2546	5253	15371
2547	5254	15368
2548	5256	15365
2549	5258	15363
2550	5260	15359
2551	5261	15356
2552	5264	15354
2553	5265	15351
2554	5267	15348
2555	5269	15347
2556	5271	15344
2557	5273	15343
2558	5275	15339
2559	5277	15336
2560	5278	15333
2561	5280	15330
2562	5283	15331
2563	5286	15331
2564	5288	15328
2565	5290	15326
2566	5291	15323
2567	5293	15320
2568	5295	15316
2569	5297	15314
2570	5300	15316
2571	5302	15313
2572	5304	15310
2573	5306	15307
2574	5307	15305
2575	5309	15302
2576	5311	15299
2577	5313	15296
2578	5314	15293
2579	5316	15290
2580	5318	15289
2581	5321	15287
2582	5323	15285
2583	5324	15281
2584	5326	15279
2585	5328	15276
2586	5330	15273
2587	5331	15270
2588	5333	15267
2589	5335	15264
2590	5337	15261
2591	5339	15259
2592	5340	15255
2593	5342	15253
2594	5344	15249
2595	5347	15250
2596	5348	15246
2597	5350	15243
2598	5352	15242
2599	5354	15238
2600	5356	15236
2601	5357	15232
2602	5359	15231
2603	5361	15227
2604	5362	15224
2605	5364	15221
2606	5367	15220
2607	5368	15216
2608	5370	15213
2609	5371	15209
2610	5374	15208
2611	5376	15206
2612	5378	15204
2613	5380	15201
2614	5381	15198
2615	5383	15194
2616	5385	15194
2617	5387	15190
2618	5389	15190
2619	5392	15190
2620	5395	15189
2621	5396	15186
2622	5398	15183
2623	5400	15181
2624	5402	15179
2625	5404	15176
2626	5405	15172
2627	5407	15169
2628	5409	15166
2629	5411	15165
2630	5414	15166
2631	5416	15163
2632	5418	15161
2633	5420	15158
2634	5422	15157
2635	5425	15156
2636	5426	15152
2637	5428	15150
2638	5430	15147
2639	5432	15146
2640	5434	15142
2641	5436	15141
2642	5438	15137
2643	5440	15137
2644	5442	15133
2645	5443	15130
2646	5446	15128
2647	5448	15126
2648	5450	15124
2649	5452	15122
2650	5454	15121
2651	5456	15119
2652	5459	15117
2653	5460	15115
2654	5462	15112
2655	5464	15109
2656	5466	15106
2657	5468	15104
2658	5469	15101
2659	5472	15100
2660	5474	15097
2661	5475	15093
2662	5477	15091
2663	5479	15089
2664	5481	15086
2665	5482	15082
2666	5483	15078
2667	5485	15074
2668	5486	15070
2669	5488	15068
2670	5489	15063
2671	5491	15061
2672	5493	15059
2673	5495	15055
2674	5497	15054
2675	5499	15052
2676	5501	15049
2677	5503	15046
2678	5505	15044
2679	5506	15040
2680	5508	15037
2681	5509	15034
2682	5511	15031
2683	5513	15029
2684	5516	15028
2685	5518	15027
2686	5520	15023
2687	5521	15020
2688	5524	15019
2689	5525	15015
2690	5527	15012
2691	5528	15009
2692	5530	15007
2693	5532	15005
2694	5534	15002
2695	5536	15000
2696	5538	14998
2697	5540	14995
2698	5542	14993
2699	5544	14990
2700	5546	14987
2701	5548	14986
2702	5550	14983
2703	5552	14980
2704	5553	14977
2705	5555	14975
2706	5557	14973
2707	5559	14970
2708	5561	14969
2709	5563	14965
2710	5564	14961
2711	5566	14958
2712	5568	14956
2713	5570	14953
2714	5572	14953
2715	5574	14949
2716	5576	14948
2717	5578	14946
2718	5580	14944
2719	5582	14941
2720	5584	14939
2721	5586	14936
2722	5588	14934
2723	5590	14932
2724	5592	14929
2725	5594	14927
2726	5595	14924
2727	5597	14921
2728	5599	14918
2729	5601	14916
2730	5603	14914
2731	5605	14911
2732	5607	14910
2733	5609	14907
2734	5612	14907
2735	5614	14905
2736	5615	14902
2737	5617	14900
2738	5619	14898
2739	5622	14898
2740	5624	14896
2741	5626	14894
2742	5628	14891
2743	5630	14888
2744	5632	14885
2745	5634	14883
2746	5635	14879
2747	5637	14876
2748	5638	14873
2749	5640	14870
2750	5642	14868
2751	5644	14864
2752	5645	14861
2753	5647	14858
2754	5649	14856
2755	5651	14855
2756	5654	14854
2757	5656	14852
2758	5657	14849
2759	5659	14846
2760	5661	14843
2761	5663	14840
2762	5665	14838
2763	5666	14835
2764	5668	14832
2765	5670	14831
2766	5673	14830
2767	5675	14827
2768	5677	14825
2769	5678	14821
2770	5681	14821
2771	5683	14819
2772	5685	14817
2773	5688	14818
2774	5690	14815
2775	5691	14811
2776	5693	14809
2777	5695	14805
2778	5697	14805
2779	5699	14802
2780	5701	14799
2781	5703	14797
2782	5705	14794
2783	5707	14793
2784	5709	14791
2785	5711	14788
2786	5714	14789
2787	5716	14788
2788	5718	14785
2789	5720	14782
2790	5722	14780
2791	5724	14778
2792	5726	14777
2793	5728	14774
2794	5730	14771
2795	5732	14769
2796	5734	14767
2797	5736	14764
2798	5738	14762
2799	5740	14760
2800	5742	14759
2801	5744	14756
2802	5745	14753
2803	5747	14750
2804	5749	14748
2805	5751	14745
2806	5754	14744
2807	5755	14742
2808	5758	14741
2809	5760	14738
2810	5761	14735
2811	5763	14732
2812	5765	14729
2813	5766	14726
2814	5768	14723
2815	5770	14720
2816	5772	14717
2817	5773	14715
2818	5775	14713
2819	5777	14709
2820	5780	14710
2821	5781	14706
2822	5783	14703
2823	5785	14700
2824	5786	14696
2825	5788	14694
2826	5790	14691
2827	5792	14690
2828	5794	14687
2829	5796	14685
2830	5798	14683
2831	5799	14679
2832	5801	14677
2833	5804	14676
2834	5806	14675
2835	5808	14673
2836	5811	14671
2837	5813	14670
2838	5815	14668
2839	5816	14665
2840	5818	14662
2841	5820	14659
2842	5822	14658
2843	5825	14658
2844	5827	14655
2845	5828	14651
2846	5830	14650
2847	5833	14648
2848	5834	14645
2849	5836	14642
2850	5839	14641
2851	5840	14639
2852	5842	14635
2853	5843	14632
2854	5846	14631
2855	5848	14629
2856	5850	14628
2857	5852	14625
2858	5854	14624
2859	5857	14622
2860	5858	14619
2861	5860	14617
2862	5862	14614
2863	5864	14612
2864	5866	14609
2865	5869	14609
2866	5871	14606
2867	5873	14606
2868	5875	14603
2869	5876	14600
2870	5878	14597
2871	5880	14594
2872	5882	14592
2873	5884	14590
2874	5887	14591
2875	5890	14589
2876	5891	14587
2877	5894	14585
2878	5896	14585
2879	5898	14582
2880	5900	14580
2881	5902	14577
2882	5903	14574
2883	5906	14572
2884	5907	14569
2885	5909	14565
2886	5910	14563
2887	5912	14560
2888	5914	14557
2889	5915	14554
2890	5917	14551
2891	5920	14550
2892	5921	14547
2893	5923	14545
2894	5925	14541
2895	5927	14540
2896	5929	14538
2897	5931	14535
2898	5933	14533
2899	5934	14530
2900	5937	14529
2901	5939	14527
2902	5940	14524
2903	5942	14521
2904	5944	14518
2905	5946	14516
2906	5947	14512
2907	5949	14509
2908	5951	14507
2909	5953	14504
2910	5954	14501
2911	5956	14497
2912	5957	14494
2913	5959	14492
2914	5961	14490
2915	5963	14487
2916	5965	14484
2917	5967	14483
2918	5969	14480
2919	5971	14478
2920	5973	14477
2921	5975	14475
2922	5977	14472
2923	5979	14469
2924	5980	14466
2925	5982	14463
2926	5984	14461
2927	5985	14457
2928	5988	14456
2929	5990	14454
2930	5993	14454
2931	5995	14452
2932	5997	14450
2933	5999	14449
2934	6002	14447
2935	6003	14445
2936	6005	14442
2937	6007	14440
2938	6009	14437
2939	6011	14434
2940	6012	14431
2941	6014	14429
2942	6016	14427
2943	6018	14423
2944	6019	14420
2945	6021	14418
2946	6024	14417
2947	6026	14415
2948	6027	14412
2949	6029	14409
2950	6031	14407
2951	6033	14404
2952	6035	14402
2953	6036	14399
2954	6038	14396
2955	6040	14393
2956	6042	14391
2957	6044	14388
2958	6045	14386
2959	6047	14383
2960	6048	14379
2961	6051	14379
2962	6053	14376
2963	6056	14376
2964	6057	14373
2965	6059	14370
2966	6061	14367
2967	6062	14364
2968	6064	14361
2969	6066	14359
2970	6068	14356
2971	6070	14354
2972	6072	14352
2973	6074	14349
2974	6076	14347
2975	6079	14347
2976	6080	14344
2977	6083	14344
2978	6085	14341
2979	6086	14338
2980	6088	14335
2981	6089	14332
2982	6091	14329
2983	6094	14328
2984	6095	14325
2985	6097	14323
2986	6099	14321
2987	6101	14319
2988	6103	14316
2989	6105	14315
2990	6108	14313
2991	6110	14311
2992	6112	14309
2993	6113	14306
2994	6115	14303
2995	6116	14300
2996	6118	14296
2997	6120	14294
2998	6122	14292
2999	6124	14290
3000	6126	14287
3001	6129	14288
3002	6130	14285
3003	6133	14283
3004	6134	14280
3005	6136	14278
3006	6139	14277
3007	6141	14275
3008	6143	14274
3009	6145	14270
3010	6147	14268
3011	6148	14265
3012	6151	14264
3013	6153	14261
3014	6154	14258
3015	6156	14256
3016	6158	14253
3017	6160	14251
3018	6162	14249
3019	6164	14247
3020	6166	14246
3021	6169	14244
3022	6171	14244
3023	6173	14241
3024	6175	14240
3025	6177	14237
3026	6179	14235
3027	6181	14232
3028	6183	14230
3029	6185	14228
3030	6187	14227
3031	6190	14226
3032	6192	14225
3033	6194	14222
3034	6196	14221
3035	6198	14218
3036	6201	14217
3037	6203	14216
3038	6206	14215
3039	6208	14214
3040	6211	14214
3041	6213	14211
3042	6215	14209
3043	6218	14209
3044	6219	14206
3045	6221	14204
3046	6223	14201
3047	6225	14199
3048	6226	14195
3049	6228	14192
3050	6230	14191
3051	6232	14189
3052	6234	14187
3053	6236	14184
3054	6238	14181
3055	6240	14179
3056	6242	14176
3057	6243	14174
3058	6245	14171
3059	6247	14168
3060	6249	14166
3061	6251	14164
3062	6253	14162
3063	6255	14160
3064	6256	14157
3065	6258	14154
3066	6260	14151
3067	6262	14149
3068	6264	14147
3069	6265	14144
3070	6267	14142
3071	6270	14141
3072	6272	14139
3073	6274	14137
3074	6276	14134
3075	6278	14131
3076	6279	14129
3077	6282	14128
3078	6284	14127
3079	6287	14126
3080	6289	14124
3081	6291	14121
3082	6293	14119
3083	6294	14116
3084	6296	14114
3085	6299	14113
3086	6300	14110
3087	6302	14107
3088	6304	14105
3089	6306	14102
3090	6307	14099
3091	6309	14096
3092	6312	14095
3093	6313	14092
3094	6315	14090
3095	6317	14088
3096	6319	14085
3097	6321	14082
3098	6322	14080
3099	6324	14077
3100	6326	14076
3101	6329	14074
3102	6331	14072
3103	6332	14069
3104	6334	14066
3105	6336	14065
3106	6338	14061
3107	6340	14059
3108	6342	14058
3109	6344	14055
3110	6346	14053
3111	6348	14050
3112	6350	14049
3113	6352	14047
3114	6354	14045
3115	6357	14044
3116	6359	14042
3117	6361	14041
3118	6363	14038
3119	6365	14036
3120	6367	14034
3121	6369	14031
3122	6371	14030
3123	6373	14028
3124	6376	14027
3125	6378	14025
3126	6379	14022
3127	6381	14020
3128	6383	14016
3129	6385	14014
3130	6386	14011
3131	6388	14009
3132	6390	14006
3133	6392	14004
3134	6394	14002
3135	6395	13999
3136	6397	13996
3137	6399	13994
3138	6401	13992
3139	6403	13989
3140	6405	13987
3141	6406	13984
3142	6409	13983
3143	6411	13980
3144	6412	13977
3145	6414	13974
3146	6415	13971
3147	6417	13968
3148	6419	13966
3149	6421	13964
3150	6423	13961
3151	6424	13958
3152	6426	13956
3153	6428	13954
3154	6430	13950
3155	6432	13948
3156	6433	13946
3157	6435	13943
3158	6438	13942
3159	6440	13940
3160	6442	13938
3161	6443	13935
3162	6445	13932
3163	6448	13932
3164	6450	13929
3165	6452	13927
3166	6454	13925
3167	6456	13923
3168	6457	13920
3169	6460	13918
3170	6461	13915
3171	6463	13912
3172	6465	13910
3173	6466	13907
3174	6469	13906
3175	6470	13902
3176	6472	13900
3177	6474	13898
3178	6476	13895
3179	6477	13892
3180	6479	13890
3181	6481	13888
3182	6483	13885
3183	6486	13885
3184	6487	13882
3185	6489	13879
3186	6491	13877
3187	6494	13876
3188	6495	13873
3189	6497	13870
3190	6499	13867
3191	6500	13865
3192	6502	13862
3193	6504	13859
3194	6506	13857
3195	6507	13854
3196	6510	13853
3197	6512	13852
3198	6515	13851
3199	6516	13848
3200	6518	13845
3201	6520	13842
3202	6522	13841
3203	6524	13838
3204	6526	13836
3205	6528	13834
3206	6530	13831
3207	6531	13828
3208	6533	13826
3209	6535	13824
3210	6537	13823
3211	6540	13822
3212	6542	13820
3213	6544	13817
3214	6546	13815
3215	6548	13813
3216	6550	13812
3217	6553	13811
3218	6555	13808
3219	6557	13806
3220	6560	13807
3221	6562	13805
3222	6564	13802
3223	6566	13800
3224	6568	13798
3225	6570	13797
3226	6572	13795
3227	6574	13792
3228	6577	13791
3229	6579	13789
3230	6580	13786
3231	6583	13785
3232	6584	13782
3233	6586	13780
3234	6588	13778
3235	6590	13774
3236	6591	13772
3237	6593	13769
3238	6595	13767
3239	6597	13766
3240	6600	13764
3241	6601	13761
3242	6603	13758
3243	6605	13756
3244	6607	13754
3245	6609	13753
3246	6611	13750
3247	6614	13749
3248	6615	13746
3249	6617	13743
3250	6619	13741
3251	6621	13738
3252	6623	13737
3253	6625	13736
3254	6628	13735
3255	6630	13734
3256	6634	13734
3257	6636	13734
3258	6639	13733
3259	6641	13731
3260	6643	13728
3261	6646	13728
3262	6648	13726
3263	6650	13724
3264	6652	13722
3265	6654	13720
