iter	RMSE
150	0.3119796626
151	0.311781137
152	0.3116791999
153	0.3110079393
154	0.3108679521
155	0.3108495645
156	0.3105007815
157	0.3101363802
158	0.309644742
159	0.3093630156
160	0.3090300455
161	0.3085035391
162	0.3081764075
163	0.3079993937
164	0.3076922607
165	0.3073956055
166	0.3073763802
167	0.3071882981
168	0.3069699015
169	0.3066104639
170	0.306363452
171	0.3063361029
172	0.3063092189
173	0.3060308432
174	0.30578987
175	0.3055332576
176	0.3053690153
177	0.3052957284
178	0.3052702733
179	0.3051137837
180	0.304743875
181	0.304435444
182	0.3041842973
183	0.303835073
184	0.303296173
185	0.3030683469
186	0.3025717881
187	0.3022631926
188	0.3019178861
189	0.3018127018
190	0.3014949143
191	0.3012027321
192	0.3009031557
193	0.3008250538
194	0.3008017518
195	0.3005989406
196	0.3005760099
197	0.3004261678
198	0.3004040008
199	0.3003722802
200	0.3001870883
201	0.2998923469
202	0.2998780113
203	0.2998422369
204	0.2996560769
205	0.299073007
206	0.2990362364
207	0.298839622
208	0.2986816916
209	0.2984481387
210	0.2980373462
211	0.2978544988
212	0.2978336006
213	0.2975719642
214	0.2974166494
215	0.2973621827
216	0.2971663978
217	0.2970581779
218	0.2970400055
219	0.2966859399
220	0.2964741717
221	0.2962875039
222	0.2960779547
223	0.2956058961
224	0.2953742191
225	0.2951190859
226	0.2950629574
227	0.2949170981
228	0.2947635258
229	0.2947193384
230	0.2945508622
231	0.2944021244
232	0.2939441559
233	0.2936994399
234	0.2934617495
235	0.2933160417
236	0.2930203741
237	0.2930052583
238	0.292981519
239	0.2927416852
240	0.2924723748
241	0.2923113103
242	0.2922902746
243	0.2918530631
244	0.2916693339
245	0.2915327528
246	0.2914041091
247	0.2910275362
248	0.2907495854
249	0.2905485199
250	0.2905351468
251	0.2903621336
252	0.290260607
253	0.2901112376
254	0.2899340675
255	0.2896070702
256	0.2895805242
257	0.2892828761
258	0.2890990794
259	0.288817488
260	0.2886672673
261	0.2885143343
262	0.2884933513
263	0.2881725424
264	0.2880550731
265	0.2879338674
266	0.2877618239
267	0.2877505185
268	0.2875749489
269	0.2875631714
270	0.2874547986
271	0.287434255
272	0.2874172074
273	0.2874113939
274	0.2872096889
275	0.2868434046
276	0.2868263967
277	0.2865920705
278	0.2864029126
279	0.2862628967
280	0.2862485917
281	0.2861517722
282	0.2858099649
283	0.2856461675
284	0.2855788101
285	0.2852743251
286	0.2852476018
287	0.285034359
288	0.2850156235
289	0.2847305468
290	0.2844622568
291	0.284448015
292	0.2843830976
293	0.2842888926
294	0.2840425407
295	0.2838585867
296	0.2838355353
297	0.2838180616
298	0.2836985541
299	0.2836835522
300	0.2836614507
301	0.2836433352
302	0.2836196854
303	0.2832391316
304	0.2830931742
305	0.2830711601
306	0.2828489753
307	0.2827510261
308	0.2824906684
309	0.2824712339
310	0.2824579904
311	0.282349403
312	0.2823337121
313	0.2823078051
314	0.28228557
315	0.2820314672
316	0.2816023682
317	0.2815746757
318	0.2813493048
319	0.2811397855
320	0.2811274288
321	0.2811127382
322	0.2810903252
323	0.280744521
324	0.2804278962
325	0.2804160181
326	0.2803978595
327	0.2802560613
328	0.2799910622
329	0.279967626
330	0.2797874888
331	0.2795814432
332	0.2794498521
333	0.2792404165
334	0.2792244383
335	0.2792105137
336	0.2790047164
337	0.2788048832
338	0.2787900186
339	0.2784355035
340	0.2784187786
341	0.2784059439
342	0.2783722764
343	0.278262681
344	0.2780990917
345	0.2779539879
346	0.2779413081
347	0.2777315277
348	0.2777189295
349	0.2773977155
350	0.2773666062
351	0.2771603665
352	0.2771251667
353	0.2769299722
354	0.2767724383
355	0.2765472061
356	0.2764626992
357	0.27629992
358	0.27626905
359	0.2762574054
360	0.2762425907
361	0.2762227629
362	0.2761901835
363	0.2760796006
364	0.2760684603
365	0.2760522324
366	0.2759798047
367	0.2756983115
368	0.275678646
369	0.2755470253
370	0.2755284246
371	0.2755149804
372	0.2752880061
373	0.2752581179
374	0.2751015112
375	0.2750900718
376	0.275005853
377	0.2747192493
378	0.2747058035
379	0.274693424
380	0.2746808879
381	0.2746712239
382	0.2745316381
383	0.2745193793
384	0.2743056607
385	0.2740599516
386	0.2740472194
387	0.2739371491
388	0.2736429384
389	0.2736309982
390	0.2736037174
391	0.2734816569
392	0.2733010105
393	0.2731587601
394	0.2730536551
395	0.2728223571
396	0.2727950664
397	0.2727690588
398	0.2726082868
399	0.2725831107
400	0.2725686793
401	0.2723438581
402	0.2723333858
403	0.2721771172
404	0.2719956934
405	0.2719709661
406	0.271747537
407	0.2715311691
408	0.271322038
409	0.2712984113
410	0.2712894344
411	0.2712794873
412	0.2711413759
413	0.270897499
414	0.2708876567
415	0.2706398207
416	0.2704916321
417	0.2703038689
418	0.2701948572
419	0.2701725259
420	0.2699957122
421	0.2697797457
422	0.2697702215
423	0.2695729901
424	0.269500162
425	0.2694878579
426	0.2692393834
427	0.2692272481
428	0.26914512
429	0.2691239157
430	0.2689815357
431	0.2689608377
432	0.2688213234
433	0.2686212783
434	0.2686156698
435	0.2685956247
436	0.2685318976
437	0.2685234331
438	0.268367116
439	0.2681579939
440	0.2680075767
441	0.2679965584
442	0.2678228431
443	0.2676413519
444	0.267619135
445	0.2675999703
446	0.267417496
447	0.2674094064
448	0.2673908456
449	0.2672210684
450	0.2670801284
451	0.2670618856
452	0.2668548697
453	0.2668370075
454	0.2668145765
455	0.2668034858
456	0.266787273
457	0.2666998375
458	0.2664568526
459	0.2663250939
460	0.266271109
461	0.2661005003
462	0.2660837715
463	0.2659319443
464	0.2659241667
465	0.2657766202
466	0.2656236611
467	0.2653877311
468	0.2651615302
469	0.2649199807
470	0.2649095511
471	0.2648891358
472	0.2648822693
473	0.2648667107
474	0.2647726411
475	0.2645597239
476	0.2643270109
477	0.2641416634
478	0.2640252506
479	0.2639084425
480	0.2637505285
481	0.2637407899
482	0.2637261491
483	0.2635989818
484	0.2635841841
485	0.2634042541
486	0.2632785668
487	0.2631621431
488	0.2631454592
489	0.2629554249
490	0.2629462733
491	0.2628908318
492	0.2628504861
493	0.2627305923
494	0.2627217304
495	0.2626083723
496	0.2625159484
497	0.2624096498
498	0.2624037351
499	0.2623196425
500	0.2621417014
501	0.2620087606
502	0.2619425487
503	0.2618746471
504	0.2618101136
505	0.2616945109
506	0.2616058104
507	0.2613317752
508	0.2613260094
509	0.2612090952
510	0.2610782078
511	0.2610318177
512	0.2610261611
513	0.2608379221
514	0.2606626526
515	0.2606571016
516	0.2606405816
517	0.2606351782
518	0.2606298479
519	0.2604430729
520	0.2602011677
521	0.2600972284
522	0.2600892428
523	0.2599816152
524	0.2599737521
525	0.2597974415
526	0.2597114924
527	0.2597037198
528	0.2596520256
529	0.2595446527
530	0.2595395941
531	0.2595271894
532	0.2595133942
533	0.2594985567
534	0.2593454369
535	0.25924512
536	0.2591933359
537	0.2589470237
538	0.2589402242
539	0.25887646
540	0.2587250814
541	0.2585778005
542	0.2583828638
543	0.2583724993
544	0.258212482
545	0.2579904213
546	0.2579838402
547	0.2578123486
548	0.2577406161
549	0.2577015625
550	0.257668937
551	0.2576186074
552	0.2575596514
553	0.2574314797
554	0.2574243638
555	0.2573254326
556	0.2572445148
557	0.2570488852
558	0.2570362256
559	0.2569355844
560	0.2568746555
561	0.2568683911
562	0.2567973048
563	0.2566668411
564	0.2564485088
565	0.2563831719
566	0.2563764241
567	0.2562840862
568	0.2562720332
569	0.2561860209
570	0.2561743332
571	0.2560287945
572	0.2559715967
573	0.2558512165
574	0.255694544
575	0.2555621769
576	0.2554202447
577	0.2554143213
578	0.255280621
579	0.2552742256
580	0.2551580989
581	0.2550821062
582	0.2550143661
583	0.2548587617
584	0.2548548612
585	0.2547422337
586	0.2547360479
587	0.2546643409
588	0.2546582957
589	0.254647402
590	0.2544717027
591	0.2543423925
592	0.2542485893
593	0.2541674905
594	0.2540821747
595	0.254078503
596	0.254031411
597	0.2539225732
598	0.2538302273
599	0.2538243442
600	0.2537322363
601	0.2536163964
602	0.2535157813
603	0.2533932169
604	0.2532930565
605	0.2531962624
606	0.2531207627
607	0.2530202119
608	0.2528498431
609	0.2527803263
610	0.252622509
611	0.2526141252
612	0.2524754833
613	0.2522375298
614	0.2521238637
615	0.252047173
616	0.2520382563
617	0.2520325984
618	0.2518767894
619	0.2517769005
620	0.251655319
621	0.2515334772
622	0.2515253024
623	0.2514507153
624	0.2513821993
625	0.2513677479
626	0.2513650807
627	0.2512692367
628	0.2512033916
629	0.2511772969
630	0.2509845463
631	0.2508399356
632	0.2506697573
633	0.2505349458
634	0.2504430326
635	0.2503743719
636	0.2503688815
637	0.2503132991
638	0.2502308899
639	0.2501385014
640	0.2500028911
641	0.2499353841
642	0.2498444591
643	0.2498219478
644	0.2497704423
645	0.2497057702
646	0.249614085
647	0.2495635173
648	0.2495300745
649	0.2493402802
650	0.2493291719
651	0.2492084953
652	0.2492000823
653	0.2491107527
654	0.2490437819
655	0.2489172379
656	0.2489092202
657	0.2487347723
658	0.2486315863
659	0.2484917987
660	0.2484070852
661	0.2483476439
662	0.248342542
663	0.2483219869
664	0.2482342206
665	0.2480830579
666	0.2480247589
667	0.2479106394
668	0.2478280326
669	0.2477292801
670	0.2476243379
671	0.247540831
672	0.2474509167
673	0.2473813575
674	0.2472338659
675	0.2471438332
676	0.2470463481
677	0.2469884046
678	0.2468284773
679	0.2467025564
680	0.2465974289
681	0.2465347171
682	0.2464507921
683	0.2463260976
684	0.2462310642
685	0.2461585386
686	0.2460570324
687	0.2458968228
688	0.245771211
689	0.2457296032
690	0.2456859976
691	0.2456478274
692	0.2455888434
693	0.2455040985
694	0.2454319682
695	0.2454233125
696	0.2453384802
697	0.2452520327
698	0.2451712427
699	0.2451048967
700	0.2449989241
701	0.2448874479
702	0.2447718615
703	0.2446681454
704	0.2446143693
705	0.2445292752
706	0.2444504432
707	0.2444149919
708	0.2442913021
709	0.2442037088
710	0.2441940591
711	0.2441054308
712	0.2440232334
713	0.243956015
714	0.2438990418
715	0.2438735613
716	0.2438064475
717	0.2437417558
718	0.2437223321
719	0.2435779203
720	0.2435415624
721	0.2434540108
722	0.24336175
723	0.2432494648
724	0.2431385037
725	0.2429944265
726	0.2429839801
727	0.2428950591
728	0.2428362217
729	0.2427462627
730	0.2427126612
731	0.2426371287
732	0.2425897823
733	0.2424574189
734	0.2423505942
735	0.2422867097
736	0.2421961619
737	0.2421218742
738	0.2419983086
739	0.2419632397
740	0.241893866
741	0.241835397
742	0.2417533318
743	0.2416670152
744	0.2416107375
745	0.2415914996
746	0.241524884
747	0.2414610298
748	0.2413979913
749	0.2412997286
750	0.2412205573
751	0.2411450648
752	0.2410526993
753	0.2409806306
754	0.2409776326
755	0.2408641405
756	0.2408256833
757	0.2407959043
758	0.2407026296
759	0.2406647779
760	0.2406517105
761	0.240539628
762	0.2404557438
763	0.2403882053
764	0.2403764123
765	0.2402868705
766	0.2402185935
767	0.2401197231
768	0.24002891
769	0.2399663537
770	0.2398976218
771	0.239819293
772	0.2397307547
773	0.239596559
774	0.2395002472
775	0.2394637913
776	0.2393973399
777	0.2393375283
778	0.2393002585
779	0.2392668225
780	0.2391800342
781	0.2391467715
782	0.2391444578
783	0.2390740871
784	0.2389583299
785	0.2388486846
786	0.2387373876
787	0.2386681349
788	0.2386569743
789	0.2385866772
790	0.2385367018
791	0.2384571458
792	0.2384135382
793	0.2383647859
794	0.2383499157
795	0.2383170841
796	0.2382340504
797	0.238209732
798	0.2381201977
799	0.2380693417
800	0.2380680565
801	0.2380503735
802	0.2380050596
803	0.2378632738
804	0.2378197098
805	0.2377428805
806	0.2376922675
807	0.2376437135
808	0.237485089
809	0.2373939498
810	0.2373869471
811	0.2373088015
812	0.2373070975
813	0.2372071781
814	0.2370752755
815	0.2369864158
816	0.2369040042
817	0.2368482738
818	0.2367707813
819	0.2367486515
820	0.2366698825
821	0.2365847515
822	0.2365826749
823	0.2365345408
824	0.236490922
825	0.2364688119
826	0.2364276143
827	0.2363367572
828	0.236296116
829	0.2362046995
830	0.2361244412
831	0.2361123633
832	0.2360455691
833	0.2359542011
834	0.2358795836
835	0.2358272032
836	0.2357398679
837	0.235634443
838	0.2356102718
839	0.2356059663
840	0.2355364077
841	0.2354742815
842	0.2354050663
843	0.2353365255
844	0.2352934696
845	0.2351858074
846	0.2351085518
847	0.2350772169
848	0.2349939082
849	0.2348503308
850	0.2347712969
851	0.234741349
852	0.2346416168
853	0.2344997098
854	0.2344494239
855	0.2343116713
856	0.234284208
857	0.2341940189
858	0.234082891
859	0.2339597642
860	0.233878076
861	0.2338361683
862	0.2337358598
863	0.2337213114
864	0.2337025324
865	0.2335648944
866	0.2334940823
867	0.2333734683
868	0.2333479883
869	0.2332182307
870	0.2331574086
871	0.2330812424
872	0.2328971715
873	0.2328731818
874	0.2327651438
875	0.2326996793
876	0.2326496011
877	0.2324824546
878	0.2324482817
879	0.232436393
880	0.2323595131
881	0.2322622029
882	0.2321907479
883	0.232151406
884	0.23208525
885	0.23199963
886	0.231916376
887	0.2318662979
888	0.2317698992
889	0.231722194
890	0.2316378704
891	0.2315954259
892	0.231457751
893	0.2313807847
894	0.231282287
895	0.2311639372
896	0.2311523349
897	0.2311221297
898	0.2309912619
899	0.2308998977
900	0.2308534461
901	0.2307646912
902	0.2307244104
903	0.2306094717
904	0.2305546604
905	0.2305399173
906	0.2305222334
907	0.2305207797
908	0.2304034882
909	0.2303302495
910	0.2302788157
911	0.2301540902
912	0.2301337265
913	0.2301258549
914	0.230107005
915	0.2299531528
916	0.2298940407
917	0.2298040486
918	0.2297457809
919	0.2296934455
920	0.2296545725
921	0.2296272154
922	0.22960952
923	0.2295604692
924	0.2294918644
925	0.229390536
926	0.2293873539
927	0.2293611269
928	0.2293339349
929	0.2292442612
930	0.2291867133
931	0.2291216011
932	0.2291028863
933	0.2290780578
934	0.2290658237
935	0.2290302721
936	0.2290025779
937	0.2289457908
938	0.2289168333
939	0.2287779961
940	0.2287766245
941	0.2286869983
942	0.2286853664
943	0.2286439073
944	0.228572822
945	0.2284591678
946	0.2284241912
947	0.2283412909
948	0.2282937415
949	0.2282046416
950	0.2281719526
951	0.2281316496
952	0.2280848363
953	0.2280454041
954	0.2280383855
955	0.2279842973
956	0.2279294725
957	0.2278864297
958	0.2278063359
959	0.2277799352
960	0.2277217376
961	0.2276207642
962	0.2275389858
963	0.2274872955
964	0.227482778
965	0.2274721273
966	0.2274657975
967	0.2273866784
968	0.227343217
969	0.2272562716
970	0.2272217143
971	0.2272128674
972	0.2271797586
973	0.227088306
974	0.2270223831
975	0.2270049259
976	0.2269444787
977	0.2268685159
978	0.2267928799
979	0.2267628929
980	0.2266973064
981	0.2266384357
982	0.2266344264
983	0.2265988274
984	0.2265960661
985	0.2265626459
986	0.2264559649
987	0.2264275673
988	0.2264188682
989	0.226386777
990	0.2263219222
991	0.2262570857
992	0.2262054396
993	0.2261325606
994	0.2260361446
995	0.2260008738
996	0.2259221587
997	0.2258498862
998	0.2257792878
999	0.2256321878
1000	0.2255898132
1001	0.2255567595
1002	0.2254925297
1003	0.225481065
1004	0.2254120142
1005	0.2253850666
1006	0.2253010493
1007	0.2252530815
1008	0.2252149659
1009	0.2252046652
1010	0.2251554261
1011	0.225129522
1012	0.2250873631
1013	0.2250376049
1014	0.2249989102
1015	0.2249411522
1016	0.2249239317
1017	0.2248401258
1018	0.2246985116
1019	0.2246595944
1020	0.2245935356
1021	0.2245421495
1022	0.2244599706
1023	0.2243888372
1024	0.224374978
1025	0.2242849901
1026	0.2242555678
1027	0.2241675676
1028	0.224151752
1029	0.2241060191
1030	0.2240595344
1031	0.2239777202
1032	0.2238895254
1033	0.2238828369
1034	0.2238446034
1035	0.2237946698
1036	0.2237756006
1037	0.2237247855
1038	0.2237192045
1039	0.2236865445
1040	0.2236374553
1041	0.2235558225
1042	0.2234739347
1043	0.2233309527
1044	0.2232801201
1045	0.2232633634
1046	0.223182749
1047	0.2231378436
1048	0.2230515607
1049	0.2230230237
1050	0.2229484577
1051	0.2229379877
1052	0.2228974306
1053	0.2228345109
1054	0.2227948057
1055	0.2227667902
1056	0.2227587995
1057	0.2227553231
1058	0.2227453413
1059	0.2226920349
1060	0.2226082419
1061	0.2226019423
1062	0.2225919391
1063	0.2224482247
1064	0.2223361107
1065	0.2222667149
1066	0.2222618006
1067	0.2222121446
1068	0.2221979531
1069	0.2221172386
1070	0.2220532708
1071	0.2219987577
1072	0.2219200697
1073	0.2219140619
1074	0.2218956895
1075	0.2218693762
1076	0.2218647594
1077	0.2218522246
1078	0.2218474501
1079	0.2217684817
1080	0.2217387579
1081	0.221736707
1082	0.2217320563
1083	0.2217207399
1084	0.2216893751
1085	0.2216882622
1086	0.2216262391
1087	0.2215948552
1088	0.2215773951
1089	0.2215342284
1090	0.2214658812
1091	0.2213795332
1092	0.2213289104
1093	0.2212672095
1094	0.2212107964
1095	0.2211363435
1096	0.2210332065
1097	0.2210288243
1098	0.2210043089
1099	0.2209809592
1100	0.2209120223
1101	0.2208556648
1102	0.2208417048
1103	0.2207098953
1104	0.2206771881
1105	0.22064772
1106	0.2206081691
1107	0.220576966
1108	0.2205676267
1109	0.2205402975
1110	0.2204270662
1111	0.2203508772
1112	0.2202848194
1113	0.2202804059
1114	0.2201559365
1115	0.2200907099
1116	0.2200409155
1117	0.2198990637
1118	0.2197976779
1119	0.2197898572
1120	0.2197769607
1121	0.21970775
1122	0.2196974427
1123	0.2196587863
1124	0.2196352104
1125	0.2196040476
1126	0.2195621435
1127	0.2195105086
1128	0.2194434677
1129	0.2193774639
1130	0.2193587111
1131	0.2193098588
1132	0.2192368489
1133	0.2192073039
1134	0.2191775316
1135	0.2191178661
1136	0.219094651
1137	0.2190195448
1138	0.2189934682
1139	0.2189697807
1140	0.2189605542
1141	0.2189529221
1142	0.2189080374
1143	0.2188622182
1144	0.2187763151
1145	0.2187135417
1146	0.2186633722
1147	0.2186206055
1148	0.2186051245
1149	0.2185152071
1150	0.2184729432
1151	0.2184180893
1152	0.2184050841
1153	0.2183443958
1154	0.2183310792
1155	0.21831486
1156	0.2182885453
1157	0.2181722011
1158	0.2181664612
1159	0.218121716
1160	0.2180757007
1161	0.2180745217
1162	0.2180548729
1163	0.2179983214
1164	0.2179516258
1165	0.2179438096
1166	0.217886431
1167	0.2178585902
1168	0.2178527088
1169	0.2177738913
1170	0.217664318
1171	0.2176042049
1172	0.2175762908
1173	0.2175517187
1174	0.2175393308
1175	0.2174444092
1176	0.2174001248
1177	0.217368303
1178	0.2173278916
1179	0.217311053
1180	0.2172514344
1181	0.2171558152
1182	0.2171243088
1183	0.2170298184
1184	0.2169668145
1185	0.2169170422
1186	0.2168590264
1187	0.2168520706
1188	0.2167830953
1189	0.2167653122
1190	0.2167120763
1191	0.2166591045
1192	0.2166191105
1193	0.2165242645
1194	0.2164704281
1195	0.2164216058
1196	0.2163159721
1197	0.2162785611
1198	0.2162545215
1199	0.216241617
1200	0.2162406174
1201	0.2161757242
1202	0.2161617848
1203	0.2161338281
1204	0.2160789016
1205	0.2160070428
1206	0.2159328504
1207	0.2158682254
1208	0.2158468176
1209	0.2157795888
1210	0.2157159158
1211	0.215674588
1212	0.2156113112
1213	0.215574897
1214	0.2155443015
1215	0.2154915856
1216	0.2153957036
1217	0.2153724259
1218	0.2153417733
1219	0.215301225
1220	0.215292379
1221	0.2152240937
1222	0.2151667404
1223	0.2151330815
1224	0.2150644491
1225	0.2150054636
1226	0.2149504531
1227	0.2148671249
1228	0.2148270133
1229	0.2148189322
1230	0.2147588682
1231	0.2147309879
1232	0.2147015408
1233	0.2145946386
1234	0.214553199
1235	0.2145371481
1236	0.2145167099
1237	0.2144428982
1238	0.2143833175
1239	0.2143601737
1240	0.2142669248
1241	0.2142191475
1242	0.2141573356
1243	0.2141137718
1244	0.2141089231
1245	0.2140758764
1246	0.2140335071
1247	0.2139607854
1248	0.213882905
1249	0.213854599
1250	0.2138099817
1251	0.2137726526
1252	0.2137547353
1253	0.2136427542
1254	0.2136050456
1255	0.213595126
1256	0.2135243696
1257	0.2134894814
1258	0.213476234
1259	0.2134739146
1260	0.2134563704
1261	0.2134427519
1262	0.2133665409
1263	0.2133656582
1264	0.2133225747
1265	0.2132263899
1266	0.2131602824
1267	0.2131144824
1268	0.2130603236
1269	0.2129746892
1270	0.2129391907
1271	0.2128759433
1272	0.2128341224
1273	0.2128040523
1274	0.2127612698
1275	0.2127404645
1276	0.2127073232
1277	0.2126222566
1278	0.2126059869
1279	0.212563671
1280	0.2125239296
1281	0.2124936387
1282	0.212436659
1283	0.2123849639
1284	0.2123713178
1285	0.2123418979
1286	0.2122745488
1287	0.2122403426
1288	0.2121798795
1289	0.2121485411
1290	0.2120797374
1291	0.2120525815
1292	0.2120143048
1293	0.2119925256
1294	0.2119276981
1295	0.2118793919
1296	0.2117952096
1297	0.211744966
1298	0.2116629246
1299	0.2115579649
1300	0.2115117292
1301	0.2114826783
1302	0.2114297332
1303	0.2114071129
1304	0.2113873055
1305	0.2113174211
1306	0.2112878267
1307	0.2112217516
1308	0.2111736016
1309	0.211143329
1310	0.2111223149
1311	0.2111187363
1312	0.2110792149
1313	0.2110279752
1314	0.2109816036
1315	0.2109283249
1316	0.210893055
1317	0.2108631889
1318	0.2108283949
1319	0.2108133539
1320	0.2107941096
1321	0.2107838704
1322	0.2107371912
1323	0.2107223958
1324	0.2107192785
1325	0.2106650405
1326	0.2106305437
1327	0.2105965832
1328	0.2105084481
1329	0.2104250102
1330	0.2104241952
1331	0.2103606254
1332	0.2103181701
1333	0.2102621411
1334	0.2102183001
1335	0.2101461875
1336	0.2101041715
1337	0.2100777616
1338	0.2100644476
1339	0.2100445336
1340	0.2099812104
1341	0.2099564341
1342	0.2099482359
1343	0.209890749
1344	0.2098264845
1345	0.2097968686
1346	0.2097642789
1347	0.209667155
1348	0.2095860307
1349	0.2095274535
1350	0.2094927449
1351	0.2094458119
1352	0.2093901114
1353	0.2093163956
1354	0.2093051027
1355	0.2092837062
1356	0.209269917
1357	0.2092466095
1358	0.2091753495
1359	0.2091119539
1360	0.2090753698
1361	0.20902229
1362	0.2089539761
1363	0.2089088387
1364	0.2088923533
1365	0.2088502267
1366	0.2088095946
1367	0.2087750659
1368	0.2087651035
1369	0.2087246154
1370	0.2086838835
1371	0.2086751813
1372	0.2086014706
1373	0.208576647
1374	0.2085392057
1375	0.2085068399
1376	0.2084520185
1377	0.208426998
1378	0.2083921757
1379	0.208366347
1380	0.2083323229
1381	0.2082723783
1382	0.2082451082
1383	0.2082029017
1384	0.2081785067
1385	0.2081406393
1386	0.2080859145
1387	0.2080525934
1388	0.2080361264
1389	0.2080072724
1390	0.2079756295
1391	0.207935717
1392	0.2078767344
1393	0.2078367847
1394	0.2078038225
1395	0.2077357228
1396	0.2076822595
1397	0.2076239367
1398	0.2075983583
1399	0.2075584386
1400	0.2075163526
1401	0.2074953334
1402	0.2074393833
1403	0.2074188732
1404	0.2073858965
1405	0.2073746045
1406	0.2073545489
1407	0.2073363586
1408	0.2073311073
1409	0.2072740526
1410	0.2072432478
1411	0.2072049256
1412	0.2071734973
1413	0.2071629334
1414	0.2071091979
1415	0.2070792088
1416	0.2070340049
1417	0.2070035614
1418	0.2069498829
1419	0.2069176805
1420	0.2068774502
1421	0.2068257795
1422	0.2067845631
1423	0.206726534
1424	0.2066962944
1425	0.2066335934
1426	0.2065930207
1427	0.206565234
1428	0.2065111546
1429	0.2065010557
1430	0.20647434
1431	0.2064492339
1432	0.2063963163
1433	0.2063494549
1434	0.2063073659
1435	0.2062230232
1436	0.2062112619
1437	0.2061690491
1438	0.2060660479
1439	0.2060467846
1440	0.2060283661
1441	0.2060027217
1442	0.2059391407
1443	0.2058819419
1444	0.2058599015
1445	0.2058297942
1446	0.205775172
1447	0.2057499598
1448	0.2056906099
1449	0.205615484
1450	0.2055580244
1451	0.2055404031
1452	0.2054361675
1453	0.2054132799
1454	0.2053746945
1455	0.2053077856
1456	0.2052658139
1457	0.2052439768
1458	0.205175338
1459	0.2051633183
1460	0.2051391703
1461	0.2050454736
1462	0.2050223397
1463	0.2049795002
1464	0.2048855045
1465	0.2048659624
1466	0.2048274442
1467	0.2047676411
1468	0.2047482111
1469	0.2047411178
1470	0.2046953092
1471	0.2046934151
1472	0.2046220925
1473	0.2045505178
1474	0.2045236131
1475	0.204510354
1476	0.2044770061
1477	0.2044186692
1478	0.2044083122
1479	0.2043457519
1480	0.204251874
1481	0.2042332687
1482	0.204213298
1483	0.2041798012
1484	0.2041790122
1485	0.2041326803
1486	0.2040684334
1487	0.2040434494
1488	0.2039859352
1489	0.2039852321
1490	0.2039248935
1491	0.2038938333
1492	0.2038451048
1493	0.2038293137
1494	0.2037980174
1495	0.2037251146
1496	0.2036886862
1497	0.2036486033
1498	0.2035460889
1499	0.2035021296
1500	0.2034417061
1501	0.203388757
1502	0.2033576902
1503	0.203331806
1504	0.2033022234
1505	0.2032569781
1506	0.2032189431
1507	0.2031893464
1508	0.2031513625
1509	0.2031295483
1510	0.2030978383
1511	0.203096612
1512	0.2030776629
